id,from,to,priority,type,shape,name,spreadType
-257005614#0,493585696,cluster_1560223505_2626215560,1,highway.service,"[1019.46, 302.94]",Klärweg,
-257005614#1,261634224,493585696,1,highway.service,"[1132.77, 345.35]",Klärweg,
-257005614#2,5566863434,261634224,1,highway.service,"[1168.62, 1208.8]",Klärweg,
-257005614#3,261634303,5566863434,1,highway.service,"[1152.65, 1194.07]",Klärweg,
-257005614#4,cluster_261634098_5564409043,261634303,1,highway.service,"[1148.27, 1190.02]",Klärweg,
-257072321#1,736234762,10556441730,2,highway.living_street,"[767.62, 759.18]",Katharina-Boll-Dornberger-Straße,
-257072321#2,2648427266,736234762,2,highway.living_street,"[432.89, 1002.44]",Katharina-Boll-Dornberger-Straße,
-257072321#3,2648427259,2648427266,2,highway.living_street,"[792.7, 1022.45]",Katharina-Boll-Dornberger-Straße,
-257072322#2,9598462074,cluster_9598462063_9598462066_9598462067,2,highway.living_street,"[822.49, 1048.42]",Wilhelm-Hoff-Straße,
-257072322#3,1677246246,9598462074,2,highway.living_street,"[743.11, 979.48]",Wilhelm-Hoff-Straße,
-257131031,2627346863,2627346865,1,highway.service,"[792.7, 1022.45]",,
-25728863,1560224389,671564384,1,highway.service,"[511.57, 806.3]",,
-259433179,1912546344,2648427266,2,highway.living_street,"[1169.74, 727.87]",Katharina-Boll-Dornberger-Straße,
-259433181,736234762,2648427269,2,highway.living_street,"[1206.97, 821.21]",Katharina-Boll-Dornberger-Straße,
-259433184#1,2648427256,10222703155,2,highway.living_street,"[1204.5, 823.95]",Wilhelm-Hoff-Straße,
-25951597#0,cluster_283018648_4057899371,283018514,1,highway.service,"[1188.2, 842.02]",,
-25951597#2,283018514,cluster_283018648_4057899371,1,highway.service,"[1309.51, 617.15]",,
-26004868,1560224186,283719736,1,highway.service,"[689.61, 301.46]",Bunsenstraße,
-26321237#0,288371218,1565876185,3,highway.residential,"[682.78, 267.53]",Oberspreestraße,
-26321237#1,5340388080,288371218,3,highway.residential,"[677.01, 254.11]",Oberspreestraße,
-26321270#0,288371171,288371168,1,highway.service,"[734.69, 359.04]",,
-26321270#1,288371169,288371171,1,highway.service,"[701.74, 361.87]",,
-26321391#0,288372859,254316146,3,highway.residential,"[606.07, 829.02]",Weiderichstraße,
-26321391#2,254316150,288372865,3,highway.residential,"[633.96, 816.63]",Weiderichstraße,
-26321401,288372865,288372859,1,highway.service,"[608.7, 815.37]",Weiderichplatz,
-26444467#0,676267270,1625633750,1,highway.service,"[1149.2, 768.04]",,
-26444467#1,cluster_676271703_676271706,676267270,1,highway.service,"[1136.48, 756.45]",,
-26444467#2,676271536,cluster_676271703_676271706,1,highway.service,"[1128.48, 803.31]",,
-26444467#9,cluster_3266511059_482381122_676265561,289787570,1,highway.service,"[1134.37, 796.16]",,
-26444468#0,1859596102,289787571,1,highway.service,"[1149.9, 774.89]",,
-26444468#1,cluster_1625633765_7677114361,1859596102,1,highway.service,"[1150.16, 770.87]",,
-26444469#0,289787574,1625633757,1,highway.service,"[371.05, 1005.21]",,
-26613776,289779593,289778452,3,highway.residential,"[1884.85, 672.59]",Berta-Waterstradt-Straße,
-26814346,294146554,cluster_294146166_536398701,1,highway.service,"[1877.83, 666.88]",,
-26814457#0,4106215217,434455506,1,highway.service,"[1895.11, 530.76]",,
-26814520,303156649,1597984618,1,highway.service,"[1969.64, 653.77]",,
-26814627#2,2163157152,261702208,1,highway.service,"[1947.92, 718.5]",,
-26815091#2,6486334995,cluster_294152029_593898177,1,highway.service,"[1266.09, 1959.01]",,
-26815630#2,681304874,681305284,1,highway.service,"[1244.57, 1940.27]",,
-26816063,294164713,cluster_294164608_294164609_7170324903,1,highway.service,"[1235.96, 1932.77]",,
-26816162,5072361114,cluster_1560592914_294165589_5072357893,1,highway.service,"[1487.4, 2171.88]",,
-26816413#0,294168710,56231597,1,highway.service,"[1458.66, 2133.34]",,
-26816553,1302814166,1371616230,1,highway.service,"[2446.6, 1270.44]",,
-26816590#1,294169339,1302814166,1,highway.service,"[2396.88, 1240.99]",,
-26816590#2,cluster_1560223635_1560223686_294169342,294169339,1,highway.service,"[2356.98, 1217.39]",,
-26816737#0,294170664,1560223353,1,highway.service,"[2276.58, 1169.74]",,
-26816737#2,294828143,294170611,1,highway.service,"[1554.1, 2145.04]",,
-26816766#1,294170850,1560223477,1,highway.service,"[2436.22, 1897.83]",,
-26842499,294819324,129255777,3,highway.residential,"[320.64, 779.44]",Pestalozzistraße,
-26842933#0,cluster_294170662_294170663,294170611,1,highway.service,"[317.77, 809.03]",,
-26842933#2,1560223298,cluster_294170662_294170663,1,highway.service,"[311.94, 872.73]",,
-26842943,294828143,cluster_294170662_294170663,1,highway.service,"[2422.74, 1893.82]",,
-26843019,1560223884,1560224026,1,highway.service,"[2368.84, 1864.1]",,
-26991669#0,1570019888,295850214,1,highway.service,"[2393.78, 1877.33]",Am Studio,
-26991697,295850770,295850644,1,highway.service,"[2297.62, 1823.17]",Am Studio,
-26991766#0,cluster_5564706056_7855118597,cluster_1299913222_1560223542,4,highway.unclassified,"[986.62, 2226.23]",Justus-von-Liebig-Straße,
-26991766#10,1560223966,4605700443,4,highway.unclassified,"[989.8, 2229.06]",Justus-von-Liebig-Straße,
-26991766#13,cluster_1560224193_5564694986,3356914052,4,highway.unclassified,"[1009.15, 2246.26]",Justus-von-Liebig-Straße,
-26991766#2,5564706049,cluster_5564706056_7855118597,4,highway.unclassified,"[1019.75, 2255.36]",Justus-von-Liebig-Straße,
-26991766#6,cluster_5548037349_5564705610,7855118591,4,highway.unclassified,"[908.72, 616.84]",Justus-von-Liebig-Straße,
-26991766#8,1560223826,cluster_5548037349_5564705610,4,highway.unclassified,"[937.78, 641.63]",Justus-von-Liebig-Straße,
-26991766#9,4605700443,1560223826,4,highway.unclassified,"[950.47, 652.45]",Justus-von-Liebig-Straße,
-26993480,695684702,1562864461,1,highway.service,"[1010.84, 703.94]",Freystadter Weg,
-27087620#0,cluster_294146166_536398701,261702900,1,highway.service,"[1032.21, 722.14]",,
-27087620#4,434455500,cluster_294146166_536398701,1,highway.service,"[1039.99, 729.1]",,
-27087625#0,294146554,7676668394,1,highway.service,"[887.71, 598.92]",,
-27087625#1,434455496,294146554,1,highway.service,"[908.72, 616.84]",,
-278500217#1,5548427666,cluster_246961151_5548427639,3,highway.residential,"[1059.42, 706.01]",Am Kanal,
-278500217#3,260623604,246961125,3,highway.residential,"[1043.45, 724.91]",Am Kanal,
-278500217#4,246959646,260623604,3,highway.residential,"[1114.28, 640.89]",Am Kanal,
-283006428#0,2869270621,2869270616,1,highway.service,"[1081.01, 680.38]",,
-283006428#1,2869270628,2869270621,1,highway.service,"[1138.77, 612.13]",,
-283006428#3,2869270629,2869270632,1,highway.service,"[2969.53, 2330.87]",,
-283006428#4,2869270624,2869270629,1,highway.service,"[2973.64, 2328.86]",,
-28888490#0,4934972814,294829881,1,highway.service,"[2985.09, 2323.81]",,
-29029523#0,319250065,319250061,1,highway.service,"[2953.85, 2636.44]",,
-29029523#1,319250068,319250065,1,highway.service,"[2933.58, 2571.82]",,
-29029523#2,943368834,319250068,1,highway.service,"[2911.4, 2405.31]",,
-29029523#3,3406594297,943368834,1,highway.service,"[2908.97, 2372.78]",,
-29029737#3,3406594297,7473815271,1,highway.service,"[2997.67, 2639.69]",,
-29029737#4,319250061,3406594297,1,highway.service,"[3000.18, 2646.55]",,
-29029737#5,319252065,319250061,1,highway.service,"[3007.68, 2676.01]",,
-298150665#0,5566417878,31525042,3,highway.residential,"[2583.12, 1908.55]",Friedlander Straße,
-302943908#0,5548037335,5831472389,1,highway.service,"[2707.24, 1816.73]",,
-302943908#1,cluster_1560224280_499495781,5548037335,1,highway.service,"[2534.82, 1955.39]",,
-302943909#0,499496033,499495805,1,highway.service,"[2579.17, 1917.45]",,
-302943909#1,499495823,499496033,1,highway.service,"[2583.12, 1908.55]",,
-302944175#0,1560223910,1560223966,1,highway.service,"[2686.24, 1759.48]",,
-308750187,321363932,319252066,1,highway.service,"[2671.91, 1775.08]",,
-308750188#1,3140154537,3140154536,1,highway.service,"[2669.47, 1782.31]",,
-308750188#2,3140154535,3140154537,1,highway.service,"[2697.35, 1487.01]",,
-308750188#3,3140154537,3140154535,1,highway.service,"[2706.0, 1493.32]",,
-30978404,269366978,cluster_269366975_7839390517,1,highway.service,"[2597.73, 1665.87]",,
-310096356#0,6349200767,3154499770,1,highway.service,"[2670.79, 1712.51]",,
-310096356#2,cluster_220519597_289801262,6349200769,1,highway.service,"[2673.29, 1714.11]",,
-310109409#0,4873343540,4873343541,1,highway.service,"[2663.4, 1724.12]",,
-310109409#1,3154697054,4873343540,1,highway.service,"[2692.32, 1753.83]",,
-31050360#2,3246050922,cluster_38918157_57343487,11,highway.secondary,"[2766.21, 1705.15]",Groß-Berliner Damm,
-31091957#1,cluster_345526550_5566417867,7165734342,11,highway.secondary,"[2761.33, 1691.5]",Oberspreestraße,
-31091960#0,5566417874,cluster_345526550_5566417867,11,highway.secondary,"[2741.91, 1668.43]",Oberspreestraße,
-31091960#1,31525042,5566417874,11,highway.secondary,"[2735.42, 1659.58]",Oberspreestraße,
-31091960#2,5566417909,31525042,11,highway.secondary,"[2815.53, 1760.1]",Oberspreestraße,
-31100755,345618782,414996076,1,highway.service,"[1903.46, 1323.49]",,
-311299992#0,5566417897,101373680,3,highway.residential,"[2039.78, 1157.8]",Bernstadter Weg,
-311299992#1,5566417906,5566417897,3,highway.residential,"[2035.37, 1162.96]",Bernstadter Weg,
-311299992#3,3656890824,5566417855,3,highway.residential,"[1947.82, 1103.1]",Bernstadter Weg,
-311299993#0,799616696,6751063693,3,highway.residential,"[2371.94, 1354.35]",Ernst-Grube-Straße,
-311299993#1,257745110,799616696,3,highway.residential,"[2401.1, 1371.8]",Ernst-Grube-Straße,
-311299994,257742680,257742687,1,highway.service,"[2090.93, 1263.4]",,
-312192780,3180391731,3180391815,1,highway.service,"[1994.63, 1386.85]",Korkedamm,
-312192781,3180391694,260479916,1,highway.service,"[2090.93, 1263.4]",Korkedamm,
-31344737#0,349099689,349099686,1,highway.service,"[1801.52, 1267.44]",,
-31344737#1,349099691,349099689,1,highway.service,"[1816.67, 1276.99]",,
-31344738#0,5578281837,349099689,1,highway.service,"[1899.04, 1328.75]",,
-31344738#2,1560223541,1560592094,1,highway.service,"[2187.39, 1513.5]",,
-314415495#0,9655236510,295850214,10,highway.tertiary,"[2116.99, 1604.19]",Am Studio,
-314415495#1,1560223962,9655236510,10,highway.tertiary,"[2054.94, 1684.06]",Am Studio,
-314415495#11,9655624397,cluster_5072357892_9655624378,10,highway.tertiary,"[798.28, 520.98]",Am Studio,
-314415495#2,1560224125,1560223962,10,highway.tertiary,"[782.99, 539.1]",Am Studio,
-314415495#3,cluster_1560224193_5564694986,1560224125,10,highway.tertiary,"[736.95, 589.74]",Am Studio,
-314415495#5,3624336893,cluster_1560224193_5564694986,10,highway.tertiary,"[702.24, 593.99]",Am Studio,
-314415495#6,3351121212,3624336893,10,highway.tertiary,"[503.58, 1002.28]",Am Studio,
-314415495#7,1560224390,3351121212,10,highway.tertiary,"[530.83, 952.6]",Am Studio,
-314415495#8,1560224500,1560224390,10,highway.tertiary,"[539.39, 954.34]",Am Studio,
-314415495#9,cluster_5072357892_9655624378,1560224500,10,highway.tertiary,"[566.54, 967.14]",Am Studio,
-317233620,289801265,768669602,1,highway.service,"[700.33, 1032.26]",,
-31790839,355914029,676284400,1,highway.service,"[603.21, 1051.69]",,
-31790890#0,311730479,311730517,1,highway.service,"[609.7, 1037.11]",,
-31790890#2,311730489,3274890417,1,highway.service,"[628.83, 996.78]",,
-31790890#3,1602472506,311730489,1,highway.service,"[615.22, 1024.72]",,
-318210361#2,cluster_30618470_36268429,748473866,10,highway.tertiary,"[566.54, 967.14]",Am Studio,
-318210364,3246050910,1677246221,12,highway.primary,"[577.12, 972.13]",Ernst-Ruska-Ufer,
-318210367#0,1677246223,3246050912,12,highway.primary,"[3162.15, 1687.45]",Ernst-Ruska-Ufer,
-318210369,1677246224,1560223301,12,highway.primary,"[3165.89, 1684.3]",Ernst-Ruska-Ufer,
-318210371#0,cluster_1560223254_7865664393,3246050910,12,highway.primary,"[3174.28, 1677.21]",Ernst-Ruska-Ufer,
-318210373#0,7227447791,2391105467,4,highway.unclassified,"[3269.55, 1629.55]",Franz-Ehrlich-Straße,
-318210378#0,671564383,38918537,11,highway.secondary,"[3339.1, 1698.43]",Groß-Berliner Damm,
-318210378#1,1560225398,671564383,11,highway.secondary,"[3367.23, 1687.63]",Groß-Berliner Damm,
-318210386#2,cluster_1560223271_94487954,94487947,11,highway.secondary,"[3492.57, 1884.62]",Köpenicker Straße,
-320153863#0,cluster_1862995689_3266530863_3266530864_3266530866_3266530869,cluster_3266511059_482381122_676265561,1,highway.service,"[3508.0, 1901.14]",,
-320153864,cluster_1862995689_3266530863_3266530864_3266530866_3266530869,cluster_3266530862_3266530865_3266530867_3266530868,1,highway.service,"[3506.79, 1905.16]",,
-320153865,cluster_3266530862_3266530865_3266530867_3266530868,cluster_1862995689_3266530863_3266530864_3266530866_3266530869,1,highway.service,"[3483.65, 1931.33]",,
-320153866,cluster_3266530862_3266530865_3266530867_3266530868,cluster_1862995689_3266530863_3266530864_3266530866_3266530869,1,highway.service,"[3477.96, 1937.57]",,
-320153867,cluster_1862995689_3266530863_3266530864_3266530866_3266530869,cluster_3266530862_3266530865_3266530867_3266530868,1,highway.service,"[3452.72, 1964.26]",,
-320154321#0,2386339313,1859641843,1,highway.service,"[3443.85, 1972.93]",,
-320154321#1,cluster_1859596114_2386339310_2386339322_9038573262,2386339313,1,highway.service,"[3070.46, 3025.72]",,
-320167613#0,7044630487,7044630486,1,highway.service,"[3059.28, 2927.33]",,
-320167613#1,3266667733,7044630487,1,highway.service,"[3119.99, 2918.11]",,
-320175910#4,cluster_3266752882_3266752884_4142222245,3266752888,1,highway.service,"[2314.27, 3133.0]",,
-320175917,cluster_3266752882_3266752884_4142222245,3266752877,1,highway.service,"[2323.58, 3160.53]",,
-320175922,cluster_3266752882_3266752884_4142222245,3266752875,1,highway.service,"[2328.37, 3173.63]",,
-320529607,3270637405,3270637452,1,highway.service,"[2451.19, 3083.25]",,
-320741892#0,295850644,295850640,1,highway.service,"[1027.11, 1666.03]",Am Studio,
-320741897#0,cluster_3273797711_5949432267,1560223855,1,highway.service,"[1022.43, 1670.96]",,
-320777628,3274230436,3274230442,1,highway.service,"[1082.9, 1718.76]",,
-320842491,3274890417,311730489,1,highway.service,"[1083.86, 1717.64]",,
-321684496,311730479,3284468929,1,highway.service,"[1753.54, 1512.29]",,
-321768294#0,261702841,cluster_1625633742_2471305126_261702842,1,highway.service,"[1818.95, 1550.44]",,
-321768294#1,261702582,261702841,1,highway.service,"[2847.16, 875.08]",,
-321768294#4,3285336065,261702707,1,highway.service,"[2820.83, 871.52]",,
-328288211#0,3351121209,3351121212,1,highway.service,"[2794.46, 866.43]",,
-328868438,3356914052,3356914050,1,highway.service,"[2770.01, 881.55]",,
-331121198,150751448,484225815,1,highway.service,"[2766.26, 885.92]",,
-334308447#0,1652675108,1652675104,10,highway.tertiary,"[630.11, 1083.95]",Wagner-Régeny-Straße,
-334308447#1,cluster_7885145151_7885145178,1652675108,10,highway.tertiary,"[621.76, 1097.2]",Wagner-Régeny-Straße,
-334308447#10,1652675134,6366040058,10,highway.tertiary,"[593.15, 1079.38]",Wagner-Régeny-Straße,
-334308447#3,cluster_7885145184_7885262688,cluster_7885145151_7885145178,10,highway.tertiary,"[584.38, 1071.17]",Wagner-Régeny-Straße,
-334308447#5,cluster_1652675118_9662624333,cluster_7885145184_7885262688,10,highway.tertiary,"[584.26, 1061.49]",Wagner-Régeny-Straße,
-334308447#7,6366040054,cluster_1652675118_9662624333,10,highway.tertiary,"[589.83, 1054.89]",Wagner-Régeny-Straße,
-334308450#0,6366040063,cluster_1652675109_294838085,4,highway.unclassified,"[719.97, 961.27]",Georg-Schendel-Straße,
-334308450#3,1652675134,1652675126,4,highway.unclassified,"[725.49, 963.92]",Georg-Schendel-Straße,
-33711254,385435021,385431076,1,highway.service,"[716.07, 959.33]",,
-342278109#0,7673330320,3493003994,1,highway.service,"[646.1, 925.34]",,
-342278113#0,3406594298,319252065,1,highway.service,"[683.34, 1023.58]",,
-342278120#0,7700916272,385428421,1,highway.service,"[686.45, 1017.49]",,
-342278120#2,cluster_385430970_385430972,3140154539,1,highway.service,"[1505.48, 1774.07]",,
-343507218,3503424257,3503424254,1,highway.service,"[1432.41, 1712.52]",,
-347935096#0,260700913,1407248624,1,highway.service,"[1428.79, 1709.41]",,
-347935096#2,2301725344,5550603969,1,highway.service,"[3121.3, 2582.81]",,
-350626781,3563746357,3563746362,1,highway.service,"[397.02, 931.72]",,
-35394177,415162902,1597984856,1,highway.service,"[3066.86, 2518.53]",Vogelbeerstraße,
-354084466#0,3598601191,3598601188,1,highway.service,"[3069.99, 2557.09]",,
-354084467#0,3598601394,3598601403,1,highway.service,"[3066.64, 2569.98]",,
-354089982#0,cluster_1506187399_9838637672,1506187382,1,highway.service,"[3063.69, 2582.1]",,
-354089982#2,1597984747,cluster_1506187399_9838637672,1,highway.service,"[3061.06, 2588.67]",,
-35540815,3909916115,158707335,1,highway.service,"[3055.46, 2607.92]",,
-35540936,416393855,1597984846,3,highway.residential,"[3068.42, 2514.89]",Hollstraße,
-35541079,416397376,416397372,3,highway.residential,"[1553.01, 1689.13]",Vimystraße,
-35541102,1597984768,779495970,1,highway.service,"[1489.71, 1647.25]",Neltestraße,
-35554225#0,150744209,150744207,3,highway.residential,"[1605.84, 1725.67]",Wassermannstraße,
-35554225#4,cluster_150744212_2377301196,3503424254,3,highway.residential,"[1750.03, 1825.32]",Wassermannstraße,
-35554226,150744207,220508530,3,highway.residential,"[1204.22, 535.69]",Wassermannstraße,
-35554229,220503660,150744207,3,highway.residential,"[1198.02, 542.48]",Radickestraße,
-35554268#0,538382263,150735926,3,highway.residential,"[1212.35, 526.29]",Rudower Straße,
-35554268#2,294159769,538382264,3,highway.residential,"[1208.17, 531.01]",Rudower Straße,
-356766925,3621697964,3621697960,1,highway.service,"[1255.87, 476.76]",,
-357043350,3624336793,3624336893,1,highway.service,"[798.28, 520.98]",,
-363443436,685151386,3676110822,11,highway.secondary,"[805.8, 529.32]",Oberspreestraße,
-363443437,3676110822,311730288,11,highway.secondary,"[789.28, 467.7]",Oberspreestraße,
-36813617#0,427917839,2904785161,1,highway.service,"[2069.36, 996.74]",,
-36813617#1,2904785161,427917839,1,highway.service,"[2092.19, 1060.66]",,
-370183656,260623607,260623604,1,highway.service,"[1965.14, 1113.42]",Meiseneck,
-38159999#0,349099686,1560223636,3,highway.residential,"[1970.68, 1106.5]",Richard-Willstätter-Straße,
-38159999#2,1560223447,349099691,3,highway.residential,"[2000.24, 1112.12]",Richard-Willstätter-Straße,
-38507369#0,1304505782,1560223734,4,highway.unclassified,"[2029.02, 1074.56]",Rutherfordstraße,
-38507369#2,1560223614,1292264943,4,highway.unclassified,"[1964.89, 1082.04]",Rutherfordstraße,
-38915289#0,1560224480,10294012684,4,highway.unclassified,"[1971.71, 1087.64]",James-Franck-Straße,
-38915289#1,664166104,1560224480,4,highway.unclassified,"[1794.86, 3076.37]",James-Franck-Straße,
-38915290,1652675106,1560225398,11,highway.secondary,"[2067.53, 2975.36]",Groß-Berliner Damm,
-395077041,3656890824,101373692,11,highway.secondary,"[1945.09, 3020.91]",Oberspreestraße,
-397678483,4004564028,4004564031,1,highway.service,"[2482.49, 2822.07]",,
-397678492,4004564050,4004564033,1,highway.service,"[2483.93, 2830.05]",,
-39973916,150735936,480256886,1,highway.service,"[1683.93, 2156.16]",,
-39973928,480257046,480256914,1,highway.service,"[1724.34, 2182.1]",,
-39973929,1383533708,480256946,1,highway.service,"[2081.61, 1699.62]",,
-39973930,480257071,480256976,1,highway.service,"[2049.83, 1681.35]",,
-40089662#1,cluster_3266530862_3266530865_3266530867_3266530868,cluster_3266511059_482381122_676265561,1,highway.service,"[1912.68, 1604.43]",,
-40089662#5,cluster_1862995689_3266530863_3266530864_3266530866_3266530869,cluster_3266530862_3266530865_3266530867_3266530868,1,highway.service,"[1962.69, 1632.69]",,
-403442277#1,cluster_283018648_4057899371,4057899374,1,highway.service,"[1821.97, 1552.29]",,
-40636828#0,414996076,414996074,1,highway.service,"[1893.71, 1594.35]",,
-408709121#0,cluster_257742685_6751063690,101340856,3,highway.residential,"[844.59, 1370.9]",Ahornallee,
-408709121#2,1648777043,cluster_257742685_6751063690,3,highway.residential,"[856.18, 1360.95]",Ahornallee,
-408709154#1,7181995506,5551188932,4,highway.unclassified,"[871.93, 1340.76]",,
-408709160#0,cluster_4106214595_7473864296,4106174757,1,highway.service,"[898.3, 1311.27]",,
-408709161,4106174746,4106174780,1,highway.service,"[756.66, 1484.47]",,
-408709164#0,4106200284,4106215217,1,highway.service,"[757.1, 1483.98]",,
-408709165#4,261702865,261702900,1,highway.service,"[776.18, 1463.11]",,
-408709165#5,8288731335,261702865,1,highway.service,"[785.84, 1452.53]",,
-408709166#0,cluster_4106214595_7473864296,261702453,1,highway.service,"[793.78, 1443.37]",,
-408709166#1,7181995507,cluster_4106214595_7473864296,1,highway.service,"[836.81, 1395.4]",,
-408709166#2,7473864302,7181995507,1,highway.service,"[828.68, 1388.23]",,
-408709166#5,7473864298,7181995511,1,highway.service,"[708.98, 1521.92]",,
-40985813,499496033,499496052,1,highway.service,"[718.62, 1511.36]",,
-40985814#0,5831472388,499496107,1,highway.service,"[732.34, 1496.35]",,
-412894107#1,675708892,675706904,3,highway.residential,"[737.63, 1490.57]",Hartriegelstraße,
-412894107#6,3266667725,10051767782,3,highway.residential,"[1543.52, 1887.17]",Hartriegelstraße,
-412894107#7,7044630486,3266667725,3,highway.residential,"[1602.91, 1883.25]",Hartriegelstraße,
-412894107#8,3266667733,7044630486,3,highway.residential,"[1629.53, 1887.49]",Hartriegelstraße,
-412894108,cluster_254316143_4142222243,254316142,3,highway.residential,"[1681.05, 1926.53]",Silbergrasweg,
-412894109,288372814,254316146,3,highway.residential,"[1546.93, 1933.18]",Silbergrasweg,
-412894117#0,3266752915,3266752895,1,highway.service,"[1542.49, 1840.28]",,
-412910074,4142375152,4142375155,1,highway.service,"[1543.52, 1887.17]",,
-412992929,2648427257,736234760,2,highway.living_street,"[1875.29, 1344.12]",Wilhelm-Hoff-Straße,
-412992935,38919770,1677246246,2,highway.living_street,"[2205.81, 1006.58]",Wilhelm-Hoff-Straße,
-41319964#1,505174669,505175396,1,highway.service,"[2182.91, 991.7]",,
-41319976,505175396,505175323,1,highway.service,"[1681.05, 1926.53]",,
-41320354#0,505190288,505198134,1,highway.service,"[1825.93, 2035.59]",,
-41320579#0,505198701,4131359220,1,highway.service,"[1829.15, 2038.03]",,
-41320579#1,505198542,505198701,1,highway.service,"[1643.42, 1985.19]",,
-41320579#2,505198693,505198542,1,highway.service,"[1648.53, 1972.16]",,
-41320579#3,505198134,505198693,1,highway.service,"[1634.3, 2140.22]",,
-41320603,3285395198,505198698,1,highway.service,"[1643.41, 2047.9]",,
-41321354#0,505201353,4131359220,1,highway.service,"[1613.35, 1730.87]",,
-41321357#0,505210279,505209810,1,highway.service,"[1608.95, 1737.84]",,
-41321357#1,4131359220,505210279,1,highway.service,"[1580.07, 1782.22]",,
-41321666,505201353,3285344561,1,highway.service,"[1613.35, 1730.87]",,
-41324822#1,505210279,505209810,1,highway.service,"[1675.34, 1631.73]",,
-414563788#2,cluster_1560223552_1570019826,294170775,1,highway.service,"[1671.53, 1637.76]",,
-42857204,cluster_294146166_536398701,536398821,1,highway.service,"[1725.25, 1554.64]",,
-42857424,cluster_536402412_695689636_94964457,3563746384,1,highway.service,"[993.51, 428.56]",,
-42984859,538382263,538382262,1,highway.service,"[543.82, 478.92]",,
-42984860,538382264,538382255,1,highway.service,"[612.56, 287.43]",,
-43592786#1,550598241,550596901,1,highway.service,"[629.65, 487.88]",,
-43592786#2,550594649,550598241,1,highway.service,"[214.49, 637.26]",,
-43592793,550596901,550596870,1,highway.service,"[2480.3, 1023.13]",,
-43592814,550598241,550598232,1,highway.service,"[2495.36, 1013.14]",,
-43660343#1,cluster_1560223505_2626215560,261634211,12,highway.primary,"[2460.75, 966.34]",Köpenicker Straße,
-443454546,9838383582,4410387627,1,highway.service,"[2454.07, 971.59]",,
-443454549#0,4410387627,4410387623,1,highway.service,"[2446.32, 977.69]",,
-443454549#2,9354654537,7676612440,1,highway.service,"[2421.14, 997.25]",,
-443454549#3,7676612440,9354654537,1,highway.service,"[2483.58, 1027.79]",,
-443454551,4410387615,4410387622,1,highway.service,"[2284.06, 2022.12]",,
-447835331#1,101373681,101373683,3,highway.residential,"[2462.58, 2136.62]",Friedlander Straße,
-447835331#4,150741302,5566417912,3,highway.residential,"[2092.33, 1901.93]",Friedlander Straße,
-447835331#5,31525042,150741302,3,highway.residential,"[2284.06, 2022.12]",Friedlander Straße,
-449846249,4467680971,4467680973,1,highway.service,"[2049.15, 2047.24]",,
-45642424,581795667,671564383,1,highway.service,"[2004.49, 2026.46]",,
-458325551,2007005081,8252064185,1,highway.service,"[2231.89, 2091.26]",,
-461093303#0,5950267543,5950267541,1,highway.service,"[2040.69, 1969.16]",,
-461093303#1,cluster_4566425139_7872618948,5950267543,1,highway.service,"[2390.14, 2190.07]",,
-47765615#0,607601653,607601623,1,highway.service,"[2181.87, 1755.53]",,
-47765615#1,cluster_1568241632_607601659,607601653,1,highway.service,"[2180.84, 1757.12]",,
-47765623#0,cluster_1568241632_607601659,607684229,1,highway.service,"[2149.45, 1805.34]",Schwarzschildstraße,
-47765623#2,607601672,cluster_1568241632_607601659,1,highway.service,"[2998.5, 281.65]",Schwarzschildstraße,
-47770431,607637982,607638014,1,highway.service,"[3010.84, 286.77]",,
-47773406,607601653,cluster_1560224080_607684208,1,highway.service,"[3121.3, 2582.81]",,
-487193788,505198134,4797036528,1,highway.service,"[3112.22, 2562.78]",,
-495593644,4873343539,4873343540,1,highway.service,"[3092.62, 2527.74]",,
-495593646#0,4873343546,4873343547,1,highway.service,"[2495.12, 1386.86]",,
-507477197#0,8248230909,4969711627,1,highway.service,"[1486.82, 1854.12]",,
-507477197#1,4969711625,8248230909,1,highway.service,"[1538.15, 1841.36]",,
-520414189,cluster_5072357892_9655624378,cluster_1560592914_294165589_5072357893,1,highway.service,"[1490.49, 1962.0]",,
-52080655#2,3246050935,cluster_1652675097_1652675099,10,highway.tertiary,"[1539.04, 1943.78]",Wagner-Régeny-Straße,
-52081075#2,1560224389,cluster_38920778_671564358,4,highway.unclassified,"[1553.01, 1689.13]",Newtonstraße,
-526210069,2010972812,2010972816,1,highway.service,"[1611.1, 1598.56]",,
-53457294,675705497,675704615,1,highway.service,"[1825.6, 1419.29]",Moosstraße,
-53457325,675707977,675706904,1,highway.service,"[1872.95, 1456.04]",Hartriegelstraße,
-53457695#0,675709818,675708892,1,highway.service,"[1883.55, 1464.26]",Hartriegelstraße,
-53457695#1,675709822,675709818,1,highway.service,"[1964.49, 1374.97]",Hartriegelstraße,
-53457695#2,675709818,675709822,1,highway.service,"[1846.21, 1519.8]",Hartriegelstraße,
-53457717,943424934,675709836,1,highway.service,"[1886.41, 1466.48]",Hartriegelstraße,
-53458157#0,675721316,675721455,3,highway.residential,"[2728.7, 1655.59]",Grimaustraße,
-53458157#1,675721318,675721316,3,highway.residential,"[2665.71, 1618.11]",Grimaustraße,
-53529200#1,676266275,1859582808,1,highway.service,"[2049.15, 2047.24]",,
-53529200#2,289787570,676266275,1,highway.service,"[2012.73, 2011.19]",,
-53529206#0,676266000,3266511058,1,highway.service,"[2081.44, 2097.95]",,
