id,from,to,priority,type,shape,name,spreadType
-22928686#0,5548427637,246961077,3,highway.residential,"2759.85,387.60 2652.01,368.91 2637.60,362.89",Am Kanal,
-22928686#1,cluster_246961151_5548427639,5548427637,3,highway.residential,"2807.62,395.88 2759.85,387.60",Am Kanal,
-22928744#0,260620330,9353088110,3,highway.residential,"2874.74,281.90 2838.95,251.24 2831.54,249.32 2821.41,248.71 2762.43,199.17",Drosselsteg,
-22928744#1,246961125,260620330,3,highway.residential,"2917.29,416.35 2926.50,370.18 2931.07,323.41 2929.40,314.41 2900.70,303.42 2874.74,281.90",Drosselsteg,
-22928749#0,246961144,8243165514,3,highway.residential,"2716.96,246.42 2739.64,213.78 2738.28,212.39",Adlergestell,
-22928749#1,246961077,246961144,3,highway.residential,"2637.60,362.89 2634.86,354.15 2639.97,344.61 2701.06,272.23 2716.96,246.42",Adlergestell,
-22928751,260620330,cluster_246961151_5548427639,1,highway.service,"2874.74,281.90 2853.17,306.78 2835.87,328.15 2815.20,350.87 2807.62,395.88",Adlerhorst,
-229469715#0,1597984673,1597984667,3,highway.residential,"2859.94,1515.22 2870.73,1492.59 2877.71,1474.87 2882.38,1459.43 2888.36,1438.17 2888.74,1436.97 2890.07,1433.20 2891.03,1431.39 2894.11,1426.64",Zinsgutstraße,
-229469715#1,cluster_1597984691_2378548254,1597984673,3,highway.residential,"2794.42,1603.34 2817.20,1579.66 2828.04,1565.74 2833.78,1558.24 2841.79,1546.65 2859.94,1515.22",Zinsgutstraße,
-230625607#0,2391105444,38918483,1,highway.service,"1756.12,1155.17 1753.69,1157.77 1743.11,1168.09 1737.40,1175.92 1731.07,1189.79 1723.15,1202.06 1708.23,1220.84 1690.36,1237.37 1682.62,1240.27 1676.44,1240.56",,
-230625607#1,2391105433,2391105444,1,highway.service,"1765.94,1113.35 1760.82,1113.45 1755.64,1115.39 1751.01,1120.98 1750.20,1123.79 1751.02,1130.72 1756.12,1155.17",,
-230625607#2,2391105444,2391105433,1,highway.service,"1756.12,1155.17 1764.10,1146.67 1771.36,1137.26 1774.03,1130.64 1773.36,1121.69 1770.24,1115.49 1765.94,1113.35",,
-23483298,254313130,254313137,3,highway.residential,"1231.00,3224.35 1232.92,3217.56 1275.01,3068.51 1290.87,2987.86 1296.38,2920.47",Erikastraße,
-23483378,254313543,cluster_1363845644_254313562,3,highway.residential,"1346.17,3242.79 1342.91,3233.97 1330.77,3200.09 1327.73,3165.22 1336.94,3130.11 1347.29,3093.81 1359.31,3073.64 1372.93,2989.96 1377.62,2931.49",Eisblumensteig,
-23483402#3,cluster_254316143_4142222243,101374984,3,highway.residential,"1556.68,2900.43 1552.87,2955.15",Bärenlauchstraße,
-23483402#5,254313775,cluster_254316143_4142222243,3,highway.residential,"1559.62,2867.19 1557.36,2891.68",Bärenlauchstraße,
-23483405,254313801,254313792,3,highway.residential,"1198.88,2906.19 1185.25,3004.97 1157.34,3110.21 1146.76,3150.39 1144.33,3159.59 1134.36,3197.24",Farnstraße,
-23483740,254316146,cluster_254316143_4142222243,3,highway.residential,"1698.43,2996.62 1688.93,2982.82 1672.35,2965.39 1660.27,2954.12 1633.38,2931.74 1606.08,2913.68 1580.17,2902.44 1556.68,2900.43",Silbergrasweg,
-23787587#0,257742700,257742695,3,highway.residential,"2990.98,2938.86 3048.00,2843.39 3056.80,2831.90 3070.96,2821.77 3081.45,2816.30 3099.74,2812.96 3105.04,2811.99",Gloriastraße,
-23787587#1,2163157221,257742700,3,highway.residential,"2953.81,3004.18 2956.55,2995.87 2990.98,2938.86",Gloriastraße,
-23787588,257742701,257742700,1,highway.service,"3005.18,2996.43 2999.12,2952.08 2996.70,2944.54 2990.98,2938.86",Spinnpfad,
-23788323,257749657,1625633843,3,highway.residential,"1962.69,1632.69 1966.69,1627.41 2099.10,1457.19 2102.72,1452.53",Friedenstraße,
-23913522#0,2014223793,101373518,3,highway.residential,"2614.99,2112.92 2616.95,2107.43 2611.54,2099.45 2551.76,2067.78",Lohnauer Steig,
-23913522#2,101373681,150740434,3,highway.residential,"2388.44,2343.19 2394.60,2338.59 2542.02,2228.70 2573.66,2196.95 2595.58,2160.55",Lohnauer Steig,
-23913523#0,cluster_7044508529_7044532721,101373518,3,highway.residential,"2483.85,2028.54 2551.76,2067.78",Selchowstraße,
-23913523#2,6723968807,cluster_7044508529_7044532721,3,highway.residential,"2459.09,2014.14 2480.31,2026.50",Selchowstraße,
-23913523#3,150740438,6723968807,3,highway.residential,"2342.68,1946.76 2348.06,1949.88 2459.09,2014.14",Selchowstraße,
-23913523#4,150740439,150740438,3,highway.residential,"2135.46,1827.22 2272.18,1906.09 2336.24,1943.04 2342.68,1946.76",Selchowstraße,
-23913524,1625633834,150749047,3,highway.residential,"2378.50,1358.27 2373.01,1365.02 2359.75,1381.35 2280.61,1482.77 2275.41,1489.44 2242.08,1532.13 2239.38,1535.59",Nipkowstraße,
-23913525#0,289801265,cluster_237254713_3234767440,3,highway.residential,"1881.20,1635.70 1899.25,1604.11 1902.20,1598.96",Florian-Geyer-Straße,
-23913525#1,150764366,289801265,3,highway.residential,"1817.25,1728.15 1820.59,1723.32 1881.20,1635.70",Florian-Geyer-Straße,
-23913525#2,150764367,150764366,3,highway.residential,"1750.03,1825.32 1812.86,1734.49 1813.96,1732.90 1817.25,1728.15",Florian-Geyer-Straße,
-23913525#3,770079769,150764367,3,highway.residential,"1714.78,1877.51 1746.16,1831.05 1750.03,1825.32",Florian-Geyer-Straße,
-23913526,259195611,259195608,3,highway.residential,"1598.92,1512.63 1604.06,1515.83 1608.64,1518.69 1707.65,1580.36",Seidenbaustraße,
-23919022#0,3598601403,1625633817,1,highway.service,"1892.07,1233.26 1893.88,1237.04 1938.02,1265.66 1947.09,1271.55",,
-23919022#2,3598601395,3598601402,1,highway.service,"1865.35,1211.61 1865.90,1216.44 1878.18,1224.33",,
-23919022#3,259253087,3598601395,1,highway.service,"1838.88,1212.51 1850.53,1212.11 1865.35,1211.61",,
-23925119#0,259404814,259404813,3,highway.residential,"1772.31,1341.90 1777.69,1345.18 1841.84,1385.90 1843.03,1386.69 1848.68,1390.45",Weerthstraße,
-23925119#1,261705708,259404814,3,highway.residential,"1743.86,1324.27 1750.79,1328.62 1772.31,1341.90",Weerthstraße,
-23925122,259404815,259404814,3,highway.residential,"1722.28,1399.10 1736.57,1382.72 1758.22,1357.89 1765.46,1349.59 1772.31,1341.90",Platz der Befreiung,
-23925124#2,1625633828,1978634893,3,highway.residential,"1899.04,1328.75 1894.90,1333.43 1881.94,1348.36",Anna-Seghers-Straße,
-239335493,294170664,cluster_294170662_294170663,1,highway.service,"1690.15,421.38 1691.47,413.65 1695.79,410.24 1705.83,409.07 1709.82,403.54 1709.22,398.00 1707.20,392.58",,
-24031307,246961144,6223080208,1,highway.service,"2716.96,246.42 2718.26,247.53 2768.97,290.80 2774.42,295.07",,
-24152572#0,cluster_261633911_261634340,2493716096,1,highway.service,"2298.84,357.10 2410.94,377.98 2469.30,388.40",Am Kanal,
-24152572#1,5564409057,cluster_261633911_261634340,1,highway.service,"2266.84,351.61 2298.84,357.10",Am Kanal,
-24152572#4,cluster_261634098_5564409043,5564409050,1,highway.service,"2138.89,329.64 2174.46,335.75",Am Kanal,
-24152572#5,261633913,cluster_261634098_5564409043,1,highway.service,"2067.90,320.56 2118.10,326.70 2138.89,329.64",Am Kanal,
-24152572#6,261633915,261633913,1,highway.service,"1965.57,315.96 2029.65,318.40 2067.90,320.56",Am Kanal,
-24152582,261633913,493585696,1,highway.service,"2067.90,320.56 1973.60,407.59 1977.15,411.30 2024.15,460.31",Wernerweg,
-24152593#0,5125582666,261634211,1,highway.service,"2135.64,558.18 2127.84,567.21 2122.30,573.62",Hauptweg,
-24152593#2,cluster_261634223_261634774,261634747,1,highway.service,"2173.80,511.24 2142.99,549.69",Hauptweg,
-24152593#4,261634302,cluster_261634223_261634774,1,highway.service,"2227.20,450.13 2179.12,505.63",Hauptweg,
-24152593#7,cluster_5564409062_5566863475,261634335,1,highway.service,"2281.75,383.56 2272.80,395.16",Hauptweg,
-24152593#9,cluster_261633911_261634340,cluster_5564409062_5566863475,1,highway.service,"2298.29,358.96 2294.90,366.54 2287.57,376.04",Hauptweg,
-24152597#0,261634733,cluster_261634223_261634774,1,highway.service,"2110.95,458.79 2117.06,463.98 2131.98,476.62 2173.80,511.24",Birkenweg,
-24152597#1,5566863437,261634733,1,highway.service,"2093.08,443.12 2094.76,444.60 2108.22,456.40 2110.95,458.79",Birkenweg,
-24152614#1,cluster_261633911_261634340,261634449,1,highway.service,"2298.29,358.96 2397.81,442.16",Mühlenweg,
-24152660#1,5564224481,5561313017,1,highway.service,"2169.43,555.21 2172.57,555.87 2195.39,561.41 2205.25,569.22",Bierwagenweg,
-24152664,cluster_261634223_261634774,261634745,1,highway.service,"2179.12,505.63 2207.26,509.53 2223.43,511.52 2231.85,513.69 2295.64,569.01 2271.61,598.87 2254.46,614.10",Krummer Weg,
-24160786#0,cluster_261702309_7676622188,261702308,1,highway.service,"2909.56,691.45 2929.71,655.77",,
-24160786#2,261702310,cluster_261702309_7676622188,1,highway.service,"2884.71,741.64 2905.04,700.58",,
-24160786#3,261702495,261702310,1,highway.service,"2855.97,799.77 2882.46,745.84 2884.71,741.64",,
-24160786#6,4106213441,261702311,1,highway.service,"2847.16,875.08 2837.47,854.21 2836.87,850.79 2836.00,841.12",,
-24160786#7,8266288267,4106213441,1,highway.service,"2904.44,965.57 2912.06,950.01 2875.68,933.49 2871.30,927.06 2847.16,875.08",,
-24160806,cluster_261702309_7676622188,261702329,1,highway.service,"2909.56,691.45 3008.49,737.58 2980.99,791.44",,
-24160812#3,261702368,261702310,1,highway.service,"2767.97,691.93 2774.33,687.49 2813.11,705.34 2884.71,741.64",,
-24160812#4,261702373,261702368,1,highway.service,"2646.23,747.89 2676.49,685.96 2684.60,683.79 2700.12,682.41 2726.36,682.93 2767.97,691.93",,
-24160814#1,261702494,7676612448,1,highway.service,"2721.96,785.10 2721.23,788.65 2718.77,793.93 2707.96,815.12 2692.62,847.38 2680.44,870.29 2664.84,900.75 2714.97,926.32",,
-24160821#0,8266288268,4106174780,1,highway.service,"2936.80,1015.85 2998.67,1046.34 3009.25,1054.25 3013.49,1062.11 3013.39,1068.57 2937.88,1225.33 2928.60,1231.59 2920.33,1235.82 2912.77,1238.54 2902.39,1240.86 2892.51,1240.97 2889.48,1240.16 2879.48,1236.82",,
-24160821#4,4106213448,7473864304,1,highway.service,"2737.53,919.34 2751.77,926.41 2769.29,934.86",,
-24160870#0,7676722902,434455511,1,highway.service,"2946.12,1416.69 2936.90,1427.02 2933.54,1430.63 2929.64,1435.04 2926.62,1438.43",,
-24160870#1,7676722900,7676722902,1,highway.service,"2931.08,1280.66 2982.52,1323.41 2994.02,1336.87 2995.39,1347.19 2991.78,1363.99 2975.82,1383.38 2946.12,1416.69",,
-24214694#2,1292264830,cluster_1560223635_1560223686_294169342,11,highway.secondary,"638.49,601.76 642.41,639.27",Wegedornstraße,
-246099078,2531797971,2531797968,1,highway.service,"979.51,848.70 999.39,826.39 1003.19,822.13",,
-24733617#0,846231382,1560224201,1,highway.service,"672.90,937.88 675.74,931.79 674.69,912.19",,
-24733617#1,1474864406,846231382,1,highway.service,"660.09,960.76 670.13,942.07 672.90,937.88",,
-24733697#1,268816953,269366968,1,highway.service,"778.22,919.18 793.84,933.19 836.99,972.04",Boveristraße,
-24733698#0,1560592828,38919594,4,highway.unclassified,"929.49,922.82 900.41,954.91 863.38,995.79",Brook-Taylor-Straße,
-24733698#1,671564357,1560592828,4,highway.unclassified,"950.76,898.74 946.95,903.04 944.90,905.35 931.27,920.80 929.49,922.82",Brook-Taylor-Straße,
-24791993#0,7839390607,269366971,1,highway.service,"551.90,997.23 555.16,990.53 558.89,982.87 566.54,967.14",,
-24791993#1,7839390575,7839390607,1,highway.service,"546.65,1008.01 547.77,1005.69 550.35,1000.41 551.90,997.23",,
-24791993#2,1560224368,7839390575,1,highway.service,"536.79,1028.25 540.52,1020.59 546.65,1008.01",,
-24931878,7850084085,287944371,1,highway.service,"1169.57,1229.83 1176.69,1235.93 1180.85,1231.45 1186.53,1225.34",,
-25042028#0,2163157203,101335910,10,highway.tertiary,"2960.85,2204.26 2957.00,2193.67 2951.82,2185.12 2940.75,2175.86 2925.66,2167.67",Ottomar-Geschke-Straße,
-25042028#1,283115292,2163157203,10,highway.tertiary,"2965.51,2243.73 2961.84,2211.34 2960.85,2204.26",Ottomar-Geschke-Straße,
-25042028#2,4106214530,283115292,10,highway.tertiary,"2978.01,2304.02 2973.45,2290.04 2970.97,2279.56 2967.89,2263.43 2965.51,2243.73",Ottomar-Geschke-Straße,
-257005614#0,493585696,cluster_1560223505_2626215560,1,highway.service,"2024.15,460.31 2021.47,463.28 2019.89,465.03 2017.44,467.67",Klärweg,
-257005614#1,261634224,493585696,1,highway.service,"2062.44,416.25 2039.08,443.12 2024.15,460.31",Klärweg,
-257005614#2,5566863434,261634224,1,highway.service,"2099.24,375.40 2088.33,387.51 2062.44,416.25",Klärweg,
-257005614#3,261634303,5566863434,1,highway.service,"2118.19,354.38 2112.53,360.63 2099.24,375.40",Klärweg,
-257005614#4,cluster_261634098_5564409043,261634303,1,highway.service,"2133.09,336.58 2118.19,354.38",Klärweg,
-257072321#1,736234762,10556441730,2,highway.living_street,"739.62,1469.30 731.77,1477.98 722.65,1487.79 706.17,1505.97 695.08,1518.01",Katharina-Boll-Dornberger-Straße,
-257072321#2,2648427266,736234762,2,highway.living_street,"820.43,1380.58 811.93,1372.89 772.87,1416.09 768.75,1420.48 766.28,1423.11 731.44,1461.90 739.62,1469.30",Katharina-Boll-Dornberger-Straße,
-257072321#3,2648427259,2648427266,2,highway.living_street,"896.15,1296.85 889.89,1303.64 876.55,1318.52 868.64,1327.04 860.00,1333.64 854.74,1339.51 842.46,1353.09 836.19,1363.15 820.43,1380.58",Katharina-Boll-Dornberger-Straße,
-257072322#2,9598462074,cluster_9598462063_9598462066_9598462067,2,highway.living_street,"583.86,1239.81 570.86,1228.69 568.90,1227.05 565.17,1223.80",Wilhelm-Hoff-Straße,
-257072322#3,1677246246,9598462074,2,highway.living_street,"624.93,1276.99 612.97,1265.40 596.62,1251.02 583.86,1239.81",Wilhelm-Hoff-Straße,
-257131031,2627346863,2627346865,1,highway.service,"268.26,616.82 268.02,619.97 266.44,640.82",,
-25728863,1560224389,671564384,1,highway.service,"970.17,1031.31 976.14,1037.06 1025.76,1084.90 1045.24,1101.02 1048.04,1103.60 1054.88,1109.88",,
-259433179,1912546344,2648427266,2,highway.living_street,"828.68,1388.23 824.88,1384.63 822.43,1382.40 820.43,1380.58",Katharina-Boll-Dornberger-Straße,
-259433181,736234762,2648427269,2,highway.living_street,"739.62,1469.30 744.21,1473.45 747.07,1476.03 749.20,1477.91",Katharina-Boll-Dornberger-Straße,
-259433184#1,2648427256,10222703155,2,highway.living_street,"574.83,1250.46 586.88,1261.24 606.47,1278.77",Wilhelm-Hoff-Straße,
-25951597#0,cluster_283018648_4057899371,283018514,1,highway.service,"659.07,356.08 651.57,286.91",,
-25951597#2,283018514,cluster_283018648_4057899371,1,highway.service,"651.57,286.91 636.34,290.10 639.91,312.77 646.93,357.27 653.15,356.59",,
-26004868,1560224186,283719736,1,highway.service,"1090.55,897.52 1136.15,936.41 1142.79,935.74 1155.80,921.31 1176.57,896.94 1196.22,874.22 1202.27,867.22",Bunsenstraße,
-26321237#0,288371218,1565876185,3,highway.residential,"1801.56,3091.26 1797.35,3081.90 1794.86,3076.37",Oberspreestraße,
-26321237#1,5340388080,288371218,3,highway.residential,"1811.58,3119.03 1803.28,3096.00 1801.56,3091.26",Oberspreestraße,
-26321270#0,288371171,288371168,1,highway.service,"1951.19,3037.10 1947.43,3027.12 1945.09,3020.91",,
-26321270#1,288371169,288371171,1,highway.service,"1974.69,3090.62 1965.33,3074.55 1961.13,3063.41 1959.09,3058.04 1954.04,3044.65 1951.19,3037.10",,
-26321391#0,288372859,254316146,3,highway.residential,"1639.44,3038.66 1681.57,3017.66 1689.90,3012.38 1695.18,3008.27 1697.82,3002.43 1698.43,2996.62",Weiderichstraße,
-26321391#2,254316150,288372865,3,highway.residential,"1547.30,3060.13 1593.86,3052.74 1620.22,3045.53",Weiderichstraße,
-26321401,288372865,288372859,1,highway.service,"1620.22,3045.53 1608.65,3011.68 1625.90,3005.10 1639.44,3038.66",Weiderichplatz,
-26444467#0,676267270,1625633750,1,highway.service,"2305.96,976.63 2312.72,983.20 2317.36,987.72",,
-26444467#1,cluster_676271703_676271706,676267270,1,highway.service,"2293.52,964.53 2305.96,976.63",,
-26444467#2,676271536,cluster_676271703_676271706,1,highway.service,"2280.77,952.12 2293.52,964.53",,
-26444467#9,cluster_3266511059_482381122_676265561,289787570,1,highway.service,"2199.34,874.34 2210.21,884.56",,
-26444468#0,1859596102,289787571,1,highway.service,"2133.99,986.36 2130.88,983.72 2087.15,947.96 2079.76,940.63",,
-26444468#1,cluster_1625633765_7677114361,1859596102,1,highway.service,"2159.23,1008.46 2156.14,1005.90 2133.99,986.36",,
-26444469#0,289787574,1625633757,1,highway.service,"2139.99,960.62 2145.86,966.77 2168.80,987.10 2170.16,988.96 2171.53,992.64",,
-26613776,289779593,289778452,3,highway.residential,"2429.27,1144.54 2456.59,1165.55 2502.27,1199.43",Berta-Waterstradt-Straße,
-26814346,294146554,cluster_294146166_536398701,1,highway.service,"2614.93,1169.39 2669.93,1225.00",,
-26814457#0,4106215217,434455506,1,highway.service,"2774.84,1293.22 2772.57,1295.86 2767.36,1301.88 2766.68,1302.67 2764.38,1305.37 2763.79,1306.06 2761.66,1308.46 2757.92,1312.94",,
-26814520,303156649,1597984618,1,highway.service,"2618.56,1207.48 2613.24,1211.83 2610.31,1214.22 2609.69,1214.74 2608.56,1215.93 2577.49,1248.71 2556.15,1234.03 2509.22,1291.69 2504.21,1298.01 2500.67,1302.47",,
-26814627#2,2163157152,261702208,1,highway.service,"2636.23,1266.83 2645.93,1254.77 2648.08,1252.10 2650.23,1249.42 2654.04,1244.68",,
-26815091#2,6486334995,cluster_294152029_593898177,1,highway.service,"3186.01,1376.34 3171.56,1388.18 3159.17,1397.26 3146.64,1406.17 3126.97,1423.56 3119.16,1433.06 3114.88,1442.51 3108.71,1458.60 3104.80,1474.84 3094.88,1521.41 3090.26,1537.39 3083.17,1548.36 3068.63,1563.00 3063.34,1568.61 3061.38,1570.68 3058.13,1574.06",,
-26815630#2,681304874,681305284,1,highway.service,"3052.88,2086.93 3057.83,2088.30 3094.78,2099.28",,
-26816063,294164713,cluster_294164608_294164609_7170324903,1,highway.service,"1474.71,1204.72 1422.38,1154.24 1418.10,1149.37 1416.77,1143.16 1418.24,1133.97",,
-26816162,5072361114,cluster_1560592914_294165589_5072357893,1,highway.service,"1294.43,1016.82 1282.39,1005.14 1276.24,999.18",,
-26816413#0,294168710,56231597,1,highway.service,"741.00,686.51 781.33,723.01 788.46,729.69",,
-26816553,1302814166,1371616230,1,highway.service,"709.95,657.86 713.59,656.63 768.52,591.78",,
-26816590#1,294169339,1302814166,1,highway.service,"694.19,649.92 702.64,653.06 709.95,657.86",,
-26816590#2,cluster_1560223635_1560223686_294169342,294169339,1,highway.service,"644.09,655.33 694.19,649.92",,
-26816737#0,294170664,1560223353,1,highway.service,"1690.15,421.38 1674.87,423.11 1663.84,424.33",,
-26816737#2,294828143,294170611,1,highway.service,"1768.29,432.23 1757.99,425.09 1749.06,420.73 1736.30,417.68 1719.27,418.02",,
-26816766#1,294170850,1560223477,1,highway.service,"1929.99,488.08 1923.35,482.88 1919.46,479.68 1915.34,476.56 1890.12,465.36 1882.33,460.91",,
-26842499,294819324,129255777,3,highway.residential,"3245.07,1520.95 3211.54,1549.30 3199.44,1559.02 3192.22,1565.06 3117.55,1627.54 3116.19,1628.68 3114.06,1630.64 3110.06,1634.30",Pestalozzistraße,
-26842933#0,cluster_294170662_294170663,294170611,1,highway.service,"1717.63,391.79 1719.27,418.02",,
-26842933#2,1560223298,cluster_294170662_294170663,1,highway.service,"1662.60,396.30 1671.86,395.53 1707.20,392.58",,
-26842943,294828143,cluster_294170662_294170663,1,highway.service,"1768.29,432.23 1772.27,429.82 1802.16,411.79 1807.86,408.35 1806.31,386.80 1802.56,381.73 1717.63,391.79",,
-26843019,1560223884,1560224026,1,highway.service,"1073.84,757.05 1067.35,764.59 1057.84,777.27 1052.47,781.83 1029.16,808.87 1011.60,829.24",,
-26991669#0,1570019888,295850214,1,highway.service,"1766.76,706.37 1763.96,704.31 1757.22,698.95",Am Studio,
-26991697,295850770,295850644,1,highway.service,"1760.72,722.67 1796.48,752.22 1801.23,746.50 1829.97,770.30",Am Studio,
-26991766#0,cluster_5564706056_7855118597,cluster_1299913222_1560223542,4,highway.unclassified,"1250.05,575.71 1211.13,541.72 1204.22,535.69",Justus-von-Liebig-Straße,
-26991766#10,1560223966,4605700443,4,highway.unclassified,"1478.91,784.21 1449.69,755.47 1433.31,739.86",Justus-von-Liebig-Straße,
-26991766#13,cluster_1560224193_5564694986,3356914052,4,highway.unclassified,"1586.66,893.63 1580.71,887.32 1578.73,885.31 1526.21,831.74",Justus-von-Liebig-Straße,
-26991766#2,5564706049,cluster_5564706056_7855118597,4,highway.unclassified,"1276.46,598.77 1256.92,581.71",Justus-von-Liebig-Straße,
-26991766#6,cluster_5548037349_5564705610,7855118591,4,highway.unclassified,"1350.00,664.01 1337.30,652.63",Justus-von-Liebig-Straße,
-26991766#8,1560223826,cluster_5548037349_5564705610,4,highway.unclassified,"1412.51,720.03 1405.23,713.51 1353.16,666.85",Justus-von-Liebig-Straße,
-26991766#9,4605700443,1560223826,4,highway.unclassified,"1433.31,739.86 1419.44,726.63 1412.51,720.03",Justus-von-Liebig-Straße,
-26993480,695684702,1562864461,1,highway.service,"2811.25,2117.55 2781.59,2171.26 2780.29,2219.40 2775.94,2223.92",Freystadter Weg,
-27087620#0,cluster_294146166_536398701,261702900,1,highway.service,"2674.91,1218.83 2676.77,1216.53 2680.58,1211.81 2698.95,1190.29 2753.22,1126.87",,
-27087620#4,434455500,cluster_294146166_536398701,1,highway.service,"2660.81,1236.30 2664.00,1232.34 2666.76,1228.94 2668.93,1226.25 2669.93,1225.00",,
-27087625#0,294146554,7676668394,1,highway.service,"2614.93,1169.39 2624.54,1160.73 2631.76,1153.13 2632.84,1152.00 2638.39,1145.03",,
-27087625#1,434455496,294146554,1,highway.service,"2604.97,1177.52 2609.89,1173.45 2612.82,1171.12 2614.93,1169.39",,
-278500217#1,5548427666,cluster_246961151_5548427639,3,highway.residential,"2863.89,406.30 2810.48,396.41",Am Kanal,
-278500217#3,260623604,246961125,3,highway.residential,"3096.18,439.08 2987.14,423.67 2957.42,423.76 2917.29,416.35",Am Kanal,
-278500217#4,246959646,260623604,3,highway.residential,"3445.86,513.84 3323.48,489.59 3239.02,475.50 3217.12,464.63 3189.71,455.44 3096.18,439.08",Am Kanal,
-283006428#0,2869270621,2869270616,1,highway.service,"3134.03,1688.32 3136.24,1681.95 3140.29,1677.85 3142.48,1675.81 3147.05,1671.54",,
-283006428#1,2869270628,2869270621,1,highway.service,"3138.23,1726.14 3122.20,1720.66 3134.03,1688.32",,
-283006428#3,2869270629,2869270632,1,highway.service,"3171.73,1727.44 3177.70,1734.34 3174.91,1736.94 3170.12,1737.03 3155.03,1731.87",,
-283006428#4,2869270624,2869270629,1,highway.service,"3186.29,1712.38 3181.19,1717.41 3179.00,1719.56 3171.73,1727.44",,
-28888490#0,4934972814,294829881,1,highway.service,"1074.94,824.10 1070.90,829.40 1067.61,836.33 1048.73,861.61",,
-29029523#0,319250065,319250061,1,highway.service,"826.28,2644.08 825.69,2633.73 827.04,2627.32 834.67,2618.91 841.82,2609.85 863.39,2585.99",,
-29029523#1,319250068,319250065,1,highway.service,"807.41,2691.61 813.47,2674.03 826.28,2644.08",,
-29029523#2,943368834,319250068,1,highway.service,"811.26,2741.33 800.08,2733.04 798.73,2729.51 799.83,2720.87 807.41,2691.61",,
-29029523#3,3406594297,943368834,1,highway.service,"935.39,2648.47 835.51,2763.11 832.75,2760.38 820.08,2749.06 811.26,2741.33",,
-29029737#3,3406594297,7473815271,1,highway.service,"935.39,2648.47 969.24,2677.94 974.64,2682.47 981.55,2688.69 992.21,2697.72 994.70,2699.87 1194.15,2471.05 1190.49,2467.86 1142.03,2425.83",,
-29029737#4,319250061,3406594297,1,highway.service,"863.39,2585.99 916.20,2631.79 920.49,2635.52 935.39,2648.47",,
-29029737#5,319252065,319250061,1,highway.service,"824.13,2551.80 835.14,2561.41 846.42,2571.27 851.15,2575.30 855.76,2579.31 863.39,2585.99",,
-298150665#0,5566417878,31525042,3,highway.residential,"2597.46,2903.72 2559.64,2803.74 2559.01,2802.07 2556.16,2794.53",Friedlander Straße,
-302943908#0,5548037335,5831472389,1,highway.service,"1368.48,914.71 1376.74,915.47 1384.44,908.82 1389.08,907.56 1395.16,910.62",,
-302943908#1,cluster_1560224280_499495781,5548037335,1,highway.service,"1315.56,969.77 1322.52,962.53 1368.48,914.71",,
-302943909#0,499496033,499495805,1,highway.service,"1431.38,869.10 1453.39,846.97 1462.84,837.46 1478.48,825.72 1489.45,814.38 1492.56,811.24 1499.39,804.38",,
-302943909#1,499495823,499496033,1,highway.service,"1412.23,887.63 1425.21,875.03 1431.38,869.10",,
-302944175#0,1560223910,1560223966,1,highway.service,"1494.72,765.65 1491.77,770.62 1485.05,777.98 1478.91,784.21",,
-308750187,321363932,319252066,1,highway.service,"1047.24,2343.63 1066.84,2321.66 1127.54,2253.61 1105.41,2233.97 1023.36,2322.47",,
-308750188#1,3140154537,3140154536,1,highway.service,"943.81,2351.01 921.64,2331.44 907.98,2346.84",,
-308750188#2,3140154535,3140154537,1,highway.service,"985.27,2343.89 963.52,2368.41 943.81,2351.01",,
-308750188#3,3140154537,3140154535,1,highway.service,"943.81,2351.01 965.56,2326.49 985.27,2343.89",,
-30978404,269366978,cluster_269366975_7839390517,1,highway.service,"600.26,982.56 590.07,1005.40 590.30,1008.01 590.83,1009.67 591.90,1011.35 599.88,1017.39 602.26,1018.53 615.22,1024.72",,
-310096356#0,6349200767,3154499770,1,highway.service,"2108.03,1778.00 2128.36,1791.53 2149.45,1805.34",,
-310096356#2,cluster_220519597_289801262,6349200769,1,highway.service,"2083.56,1761.30 2087.45,1764.29 2098.98,1771.97",,
-310109409#0,4873343540,4873343541,1,highway.service,"2366.65,1807.88 2381.67,1815.69 2385.40,1809.97 2392.34,1799.34",,
-310109409#1,3154697054,4873343540,1,highway.service,"2324.66,1788.68 2331.30,1791.63 2359.80,1804.31 2366.65,1807.88",,
-31050360#2,3246050922,cluster_38918157_57343487,11,highway.secondary,"1175.28,1159.81 1207.56,1126.21 1213.30,1120.24 1217.61,1115.74",Groß-Berliner Damm,
-31091957#1,cluster_345526550_5566417867,7165734342,11,highway.secondary,"2642.25,2762.86 2682.30,2747.92",Oberspreestraße,
-31091960#0,5566417874,cluster_345526550_5566417867,11,highway.secondary,"2607.04,2775.85 2633.19,2766.23",Oberspreestraße,
-31091960#1,31525042,5566417874,11,highway.secondary,"2556.16,2794.53 2571.92,2787.21 2607.04,2775.85",Oberspreestraße,
-31091960#2,5566417909,31525042,11,highway.secondary,"2496.49,2816.89 2512.43,2810.80 2534.51,2802.60 2556.16,2794.53",Oberspreestraße,
-31100755,345618782,414996076,1,highway.service,"1250.81,1428.53 1245.19,1434.58 1240.59,1439.53 1226.99,1454.37 1207.19,1475.97 1204.09,1479.35 1191.61,1492.97 1188.89,1495.87 1184.46,1500.76",,
-311299992#0,5566417897,101373680,3,highway.residential,"2740.44,3019.28 2742.45,3025.05 2652.17,3059.67",Bernstadter Weg,
