id,from,to,priority,type,shape,name,spreadType
140964908#1,150741857,1562864504,3,highway.residential,"2611.97,2607.94 2658.39,2593.75 2694.35,2584.66 2765.70,2579.43",Bohrauer Pfad,
140964909#0,150741857,8993538625,3,highway.residential,"2611.97,2607.94 2602.98,2575.53 2602.66,2565.40",Bärdorfer Zeile,
140964909#1,8993538625,150741197,3,highway.residential,"2602.66,2565.40 2601.34,2522.60 2686.18,2205.66",Bärdorfer Zeile,
140964910#0,150745596,150745597,3,highway.residential,"2572.09,1473.95 2502.48,1562.50 2434.60,1648.83 2430.81,1653.66",Handjerystraße,
140964910#1,150745597,7677172642,3,highway.residential,"2430.81,1653.66 2426.60,1659.00 2401.69,1690.69",Handjerystraße,
140964910#3,3154697054,237253392,3,highway.residential,"2324.66,1788.68 2299.42,1820.86 2297.62,1823.17",Handjerystraße,
140964915#0,cluster_237254117_237254438,5844096740,3,highway.residential,"2104.58,1712.61 2108.14,1706.98 2119.85,1691.69",Nipkowstraße,center
140964915#2,7566616644,150749047,3,highway.residential,"2129.55,1679.04 2234.08,1542.50 2239.38,1535.59",Nipkowstraße,center
140964924,1625633841,cluster_237254713_3234767440,3,highway.residential,"2032.03,1409.58 2029.33,1413.17 1898.70,1586.93 1898.18,1587.70 1893.71,1594.35",Thomas-Müntzer-Straße,
140964927#0,150743190,248077378,3,highway.residential,"2176.85,2161.15 2180.66,2156.30 2231.89,2091.26",Wassermannstraße,
140964927#1,248077378,220513823,3,highway.residential,"2231.89,2091.26 2280.25,2027.17 2284.06,2022.12",Wassermannstraße,
140964927#2,220513823,150740438,3,highway.residential,"2284.06,2022.12 2288.11,2016.92 2297.93,2004.29 2338.73,1951.85 2342.68,1946.76",Wassermannstraße,
140964927#3,150740438,220508530,3,highway.residential,"2342.68,1946.76 2346.77,1941.19 2392.20,1879.48 2393.78,1877.33",Wassermannstraße,
141145475#1,1545109036,9841557670,1,highway.service,"1773.67,2217.61 1788.14,2200.39 1793.89,2200.39 1856.16,2247.17 1856.54,2252.81 1822.13,2298.59",Zur Holzoper,
141145475#2,9841557670,1545109036,1,highway.service,"1822.13,2298.59 1817.83,2299.47 1753.32,2250.68 1753.54,2246.10 1773.67,2217.61",Zur Holzoper,
142575655#0,1560225398,cluster_2648427260_38919786,4,highway.unclassified,"980.90,1374.58 973.16,1367.59 940.34,1337.43 906.79,1306.69 904.54,1304.62",Abram-Joffe-Straße,
142575655#2,cluster_2648427260_38919786,2648427259,4,highway.unclassified,"901.15,1301.54 896.15,1296.85",Abram-Joffe-Straße,
142575655#3,2648427259,833046588,4,highway.unclassified,"896.15,1296.85 893.79,1294.67 846.55,1251.29",Abram-Joffe-Straße,
142575655#5,833045584,664166211,4,highway.unclassified,"827.33,1233.73 809.76,1217.85 808.62,1216.81 804.12,1212.77",Abram-Joffe-Straße,
142575655#6,664166211,4004564033,4,highway.unclassified,"804.12,1212.77 797.30,1206.71 759.06,1171.95 742.38,1156.78 738.38,1153.14 717.73,1135.00",Abram-Joffe-Straße,
142575655#7,4004564033,cluster_664166124_664166125_664166127,4,highway.unclassified,"717.73,1135.00 681.81,1103.37 677.19,1099.73",Abram-Joffe-Straße,
142575656#0,1560224500,cluster_1560224280_499495781,4,highway.unclassified,"1414.40,1066.14 1409.25,1061.08 1408.17,1060.02 1366.93,1019.54 1315.56,969.77",Albert-Einstein-Straße,
142575656#10,7871606710,350553969,4,highway.unclassified,"1050.14,737.47 1046.70,734.64 1039.99,729.10",Albert-Einstein-Straße,
142575656#2,cluster_1560224280_499495781,1560224207,4,highway.unclassified,"1311.13,965.37 1304.90,959.32 1295.66,950.34 1258.76,914.52 1252.71,908.64",Albert-Einstein-Straße,
142575656#3,1560224207,283719736,4,highway.unclassified,"1252.71,908.64 1244.26,901.70 1202.27,867.22",Albert-Einstein-Straße,
142575656#8,1560223947,1560223884,4,highway.unclassified,"1109.81,787.68 1106.59,784.94 1073.84,757.05",Albert-Einstein-Straße,
142575657#0,1560224356,cluster_7839390557_7839390573,4,highway.unclassified,"523.56,1022.25 517.66,1028.77 504.71,1043.05",Barbara-McClintock-Straße,
142575657#2,cluster_7839390557_7839390573,1560224493,4,highway.unclassified,"501.96,1046.07 472.67,1078.36",Barbara-McClintock-Straße,
142575657#4,2247697355,1560224927,4,highway.unclassified,"447.34,1106.26 437.09,1117.73 383.07,1177.03 377.28,1183.87",Barbara-McClintock-Straße,
142575657#5,1560224927,6769431504,4,highway.unclassified,"377.28,1183.87 371.24,1190.33 316.15,1251.13",Barbara-McClintock-Straße,
142575657#6,6769431504,1560225335,4,highway.unclassified,"316.15,1251.13 246.38,1328.16 239.50,1335.75",Barbara-McClintock-Straße,
142575658#0,1560223591,1560223615,4,highway.unclassified,"346.88,616.57 355.12,617.25 460.53,626.04",Bendemannstraße,
142575658#1,1560223615,cluster_1560223635_1560223686_294169342,4,highway.unclassified,"460.53,626.04 591.34,635.77 630.49,638.46 642.41,639.27",Bendemannstraße,
142575659#3,1560224010,38919880,4,highway.unclassified,"515.84,838.52 493.21,822.91 489.75,818.47 489.13,813.32 490.04,802.98",Carl-Scheele-Straße,
142575661#0,1560224390,38918306,3,highway.residential,"1459.29,1021.69 1465.25,1027.45 1466.18,1028.42 1477.36,1040.14 1497.63,1060.83",Ernst-Augustin-Straße,
142575662#0,1560225233,2881483067,4,highway.unclassified,"496.70,1291.78 489.74,1285.50 475.10,1272.26",Ernst-Lau-Straße,
142575662#1,2881483067,1560224927,4,highway.unclassified,"475.10,1272.26 383.36,1189.36 377.28,1183.87",Ernst-Lau-Straße,
142575662#2,1560224927,6769431506,4,highway.unclassified,"377.28,1183.87 370.01,1177.29 335.69,1146.28",Ernst-Lau-Straße,
142575662#3,6769431506,1560224480,4,highway.unclassified,"335.69,1146.28 264.57,1082.01 258.50,1076.53",Ernst-Lau-Straße,
142575667#0,1560223241,cluster_1560223271_94487954,12,highway.primary,"1796.95,346.47 1825.83,349.80 1850.63,353.70 1874.20,359.14 1878.34,360.10 1891.36,364.36",Ernst-Ruska-Ufer,center
142575672#0,cluster_1652675097_1652675099,10244464034,4,highway.unclassified,"1470.20,1335.97 1473.72,1332.35 1476.37,1329.30 1478.36,1326.98 1479.24,1325.97 1485.65,1318.50 1490.12,1313.42 1497.98,1304.35",Franz-Ehrlich-Straße,
142575673#0,1560223905,607601623,4,highway.unclassified,"334.33,785.40 342.03,785.97 394.86,790.16",Friedrich-Wöhler-Straße,
142575673#1,607601623,1560223943,4,highway.unclassified,"394.86,790.16 432.29,792.90 441.12,793.72 447.74,795.38",Friedrich-Wöhler-Straße,
142575674#0,1560224022,1560224186,4,highway.unclassified,"1153.61,825.59 1147.29,832.80 1109.49,875.95 1090.55,897.52",Gottfried-Leibniz-Straße,
142575674#1,1560224186,cluster_38920778_671564358,4,highway.unclassified,"1090.55,897.52 1087.22,901.52 1061.23,932.26 1059.51,934.29 1056.68,937.65 1054.01,940.80",Gottfried-Leibniz-Straße,
142575677#1,6433996448,1652675108,3,highway.residential,"1393.98,1558.95 1332.07,1502.98 1331.08,1501.96 1324.27,1495.88",Hans-Schmidt-Straße,
142575677#2,1652675108,345618782,3,highway.residential,"1324.27,1495.88 1317.69,1489.82 1317.38,1489.54 1269.13,1445.14 1250.81,1428.53",Hans-Schmidt-Straße,
142575677#3,345618782,6470789509,3,highway.residential,"1250.81,1428.53 1248.66,1426.39 1242.27,1420.66",Hans-Schmidt-Straße,
142575678,1677246221,1560223447,3,highway.residential,"1291.54,402.68 1292.33,413.10 1293.26,425.56 1295.98,465.76",Havestadtplatz,center
142575679#0,2010972812,cluster_1560224080_607684208,4,highway.unclassified,"326.34,893.45 327.07,883.61 327.75,874.40",James-Franck-Straße,
142575679#2,cluster_1560224080_607684208,1560223905,4,highway.unclassified,"328.38,866.03 332.32,813.23 334.33,785.40",James-Franck-Straße,
142575679#3,1560223905,1560223834,4,highway.unclassified,"334.33,785.40 334.71,780.58 337.30,746.49",James-Franck-Straße,
142575684#0,cluster_9598462063_9598462066_9598462067,1560225233,4,highway.unclassified,"550.63,1232.83 546.85,1236.87 521.53,1263.84 502.46,1285.78 496.70,1291.78",Karl-Ziegler-Straße,
142575684#2,1560225233,10207318721,4,highway.unclassified,"496.70,1291.78 490.42,1298.34 484.83,1304.49",Karl-Ziegler-Straße,
142575684#7,10207308307,664166107,4,highway.unclassified,"379.10,1420.65 366.28,1434.74 365.20,1435.92 358.11,1443.71",Karl-Ziegler-Straße,
142575685#1,cluster_9598462063_9598462066_9598462067,1560224932,4,highway.unclassified,"558.82,1218.12 570.08,1204.92 587.80,1184.15",Karl-Ziegler-Straße,center
142575685#3,1560224932,cluster_664166124_664166125_664166127,4,highway.unclassified,"587.80,1184.15 632.36,1134.34 662.02,1101.27 667.76,1092.92",Karl-Ziegler-Straße,center
142575686#0,cluster_664166124_664166125_664166127,4004564028,4,highway.unclassified,"677.19,1099.73 670.40,1108.92 651.03,1128.93",Karl-Ziegler-Straße,center
142575686#1,4004564028,cluster_9598462063_9598462066_9598462067,4,highway.unclassified,"651.03,1128.93 639.90,1140.93 618.53,1163.99 608.65,1174.63 576.84,1210.51 565.17,1223.80",Karl-Ziegler-Straße,center
142575687#0,cluster_1560225008_671564380,9662016351,4,highway.unclassified,"995.91,1196.26 989.97,1202.81 930.74,1268.12",Katharina-Boll-Dornberger-Straße,
142575687#1,9662016351,cluster_2648427260_38919786,4,highway.unclassified,"930.74,1268.12 928.78,1270.29 906.88,1295.18 901.15,1301.54",Katharina-Boll-Dornberger-Straße,
142575688#3,2531797968,1560223979,4,highway.unclassified,"1003.19,822.13 984.70,806.52 978.03,800.88",Kekuléstraße,
142575688#4,1560223979,1292264947,4,highway.unclassified,"978.03,800.88 970.39,794.19 944.10,771.67 918.57,749.61 894.48,729.23 885.19,721.01",Kekuléstraße,
142575688#5,1292264947,1292264824,4,highway.unclassified,"885.19,721.01 874.73,712.56 873.35,711.38 867.47,706.37",Kekuléstraße,
142575688#6,1292264824,1560223734,4,highway.unclassified,"867.47,706.37 858.53,698.75 853.26,693.10 852.07,690.96 851.67,688.73",Kekuléstraße,
142575689,1560224485,38919594,4,highway.unclassified,"938.08,1066.06 932.47,1060.57 913.93,1043.22 863.38,995.79",Kroneckerstraße,
142575690#0,1560223943,38919880,4,highway.unclassified,"447.74,795.38 455.18,797.43 478.08,801.16 490.04,802.98",Ludwig-Boltzmann-Straße,
142575690#2,283018845,607638014,4,highway.unclassified,"511.57,806.30 565.93,819.95 570.89,821.05",Ludwig-Boltzmann-Straße,
142575690#4,1568241558,1370020156,4,highway.unclassified,"606.07,829.02 653.84,840.28 689.98,854.16 749.30,876.86",Ludwig-Boltzmann-Straße,
142575690#5,1370020156,1560224141,4,highway.unclassified,"749.30,876.86 763.54,882.13 772.30,885.35",Ludwig-Boltzmann-Straße,
142575691#0,1560224076,1560223979,4,highway.unclassified,"926.70,860.87 929.59,857.57 934.90,851.52 974.59,804.97 978.03,800.88",Magnusstraße,
142575691#1,1560223979,1292264930,4,highway.unclassified,"978.03,800.88 983.52,794.51 1021.24,750.72",Magnusstraße,
142575691#2,1292264930,350553969,4,highway.unclassified,"1021.24,750.72 1025.74,745.34 1033.58,736.42 1039.99,729.10",Magnusstraße,
142575692#0,1560224004,cluster_1560224191_1560224195,4,highway.unclassified,"837.70,817.28 829.96,817.24 825.78,818.00 820.59,819.95 817.27,822.23 813.42,826.17 810.22,830.47 778.57,894.59 771.23,909.46",Max-Born-Straße,center
142575692#2,cluster_1560224191_1560224195,1560224281,4,highway.unclassified,"771.23,909.46 740.20,972.66 738.33,976.44",Max-Born-Straße,center
142575692#3,1560224281,cluster_664166124_664166125_664166127,4,highway.unclassified,"738.33,976.44 726.88,999.78 711.14,1031.28 696.11,1061.36 680.70,1092.19 677.19,1099.73",Max-Born-Straße,center
142575693#0,cluster_664166124_664166125_664166127,7839390563,4,highway.unclassified,"667.76,1092.92 671.68,1086.31 685.03,1061.12",Max-Born-Straße,center
142575693#3,837749839,cluster_1560224191_1560224195,4,highway.unclassified,"731.61,967.67 760.30,909.62",Max-Born-Straße,center
142575693#4,cluster_1560224191_1560224195,1560224141,4,highway.unclassified,"760.30,909.62 764.37,901.13 768.08,893.38 772.30,885.35",Max-Born-Straße,center
142575693#5,1560224141,38919703,4,highway.unclassified,"772.30,885.35 807.92,812.06 810.27,807.18 813.61,799.75",Max-Born-Straße,center
142575694#0,1560223984,7496187605,4,highway.unclassified,"1343.38,801.24 1335.59,794.53 1321.28,782.14",Max-Planck-Straße,
142575694#1,7496187605,5579116845,4,highway.unclassified,"1321.28,782.14 1282.86,748.92 1272.25,739.74 1254.55,724.45",Max-Planck-Straße,
142575694#2,5579116845,1560223728,4,highway.unclassified,"1254.55,724.45 1217.35,692.57 1209.03,685.42 1201.87,679.26",Max-Planck-Straße,
142575695,10244464034,6275106349,4,highway.unclassified,"1497.98,1304.35 1491.11,1297.58 1471.49,1277.96 1431.18,1238.09 1412.82,1220.03 1403.95,1211.21",Moriz-Seeler-Straße,
142575699#0,1560223484,2007005081,3,highway.residential,"355.55,500.01 354.85,509.12 348.57,592.33",North-Willys-Straße,
142575699#2,1560223591,2007005091,3,highway.residential,"346.88,616.57 346.36,624.06 344.83,645.97",North-Willys-Straße,
142575699#3,2007005091,cluster_1560223721_1560223744,3,highway.residential,"344.83,645.97 342.10,682.30 341.80,686.25 341.34,692.45",North-Willys-Straße,
142575700#0,cluster_1652675118_9662624333,6366040044,3,highway.residential,"1229.45,1600.22 1222.66,1593.87 1221.93,1593.19 1200.53,1573.21",Pfarrer-Goosmann-Straße,
142575700#1,6366040044,6366040047,3,highway.residential,"1200.53,1573.21 1187.85,1561.71 1183.31,1557.59",Pfarrer-Goosmann-Straße,
142575700#2,6366040047,6355294415,3,highway.residential,"1183.31,1557.59 1162.49,1538.70 1129.96,1509.21",Pfarrer-Goosmann-Straße,
142575700#4,6780568082,837697549,3,highway.residential,"1081.02,1464.25 1061.43,1446.81 1056.55,1442.47",Pfarrer-Goosmann-Straße,
142575700#5,837697549,1560225398,3,highway.residential,"1056.55,1442.47 987.55,1380.65 980.90,1374.58",Pfarrer-Goosmann-Straße,
142575701#0,cluster_1560225011_38918531,5383645778,2,highway.living_street,"1145.48,1192.99 1123.86,1172.69",Rumplerzeile,
142575701#1,5383645778,671564384,2,highway.living_street,"1123.86,1172.69 1122.92,1171.81 1106.66,1156.66 1091.36,1142.84 1076.54,1129.44 1060.63,1115.07 1054.88,1109.88",Rumplerzeile,
142575704#0,1560224383,1560224207,4,highway.unclassified,"1153.37,1023.37 1156.84,1019.73 1159.91,1016.22 1207.74,959.64 1228.38,936.23 1245.67,916.63 1252.71,908.64",Volmerstraße,
142575704#1,1560224207,1560223984,4,highway.unclassified,"1252.71,908.64 1258.25,902.10 1334.62,811.88 1337.31,808.61 1343.38,801.24",Volmerstraße,
142575704#10,1560223464,1560223353,4,highway.unclassified,"1634.46,460.27 1661.42,427.92 1663.84,424.33",Volmerstraße,
142575704#12,1560223298,cluster_1560223254_7865664393,4,highway.unclassified,"1662.60,396.30 1660.65,375.97 1660.27,372.38 1659.11,361.24",Volmerstraße,
142575704#2,1560223984,cluster_5564705592_5564705597,4,highway.unclassified,"1343.38,801.24 1348.55,795.16 1374.35,764.85",Volmerstraße,
142575704#4,cluster_5564705592_5564705597,1560223826,4,highway.unclassified,"1377.62,761.01 1407.43,725.99 1412.51,720.03",Volmerstraße,
142575704#5,1560223826,cluster_1560223704_5548037056,4,highway.unclassified,"1412.51,720.03 1418.46,713.26 1455.02,670.37",Volmerstraße,
142575704#7,cluster_1560223704_5548037056,1560223636,4,highway.unclassified,"1461.06,663.41 1487.23,632.24 1494.71,624.33",Volmerstraße,
142575704#8,1560223636,1560223541,4,highway.unclassified,"1494.71,624.33 1499.20,619.48 1583.40,520.07",Volmerstraße,
142575706,1560224482,5543924092,1,highway.service,"1217.66,1057.78 1224.04,1051.85 1234.43,1041.34",Walther-Nernst-Straße,
142575708#1,5543924092,cluster_1560592914_294165589_5072357893,1,highway.service,"1234.43,1041.34 1265.63,1009.68",Walther-Nernst-Straße,
142575708#4,cluster_1560592914_294165589_5072357893,cluster_1560224280_499495781,1,highway.service,"1276.24,999.18 1304.68,971.62 1311.13,965.37",Walther-Nernst-Straße,
142575709#1,7677100356,1560223649,3,highway.residential,"1783.51,588.09 1814.28,614.61 1815.24,615.44 1821.53,620.86",Wilhelm-Ostwald-Straße,
142575710#0,1560224635,cluster_1560225008_671564380,3,highway.residential,"898.20,1108.32 904.29,1113.83 976.73,1179.20 983.43,1185.24",Zum Großen Windkanal,
142575710#2,cluster_1560225008_671564380,5383645779,3,highway.residential,"995.91,1196.26 1001.79,1201.53 1011.37,1210.09",Zum Großen Windkanal,
142575710#3,5383645779,38918537,3,highway.residential,"1011.37,1210.09 1067.54,1261.05 1068.90,1262.28 1076.55,1269.22",Zum Großen Windkanal,
142575712,1560223807,5548037062,1,highway.service,"1512.46,707.04 1529.98,721.69 1533.28,719.20 1547.59,702.83 1556.12,692.57",,
142575720#0,cluster_1560224080_607684208,1599958758,1,highway.service,"327.75,874.40 311.94,872.73",,
142575720#1,1599958758,1560223809,1,highway.service,"311.94,872.73 185.09,863.38 189.13,807.92 193.74,735.74",,
142575725#0,1560223834,1599958746,1,highway.service,"337.30,746.49 330.85,746.01 323.24,745.44",,
142575725#3,6658034503,1560223809,1,highway.service,"263.92,741.00 229.79,738.44 193.74,735.74",,
142575725#4,1560223809,1560223789,1,highway.service,"193.74,735.74 155.08,733.29 144.49,732.62",,
142575728,1560223966,1560223910,1,highway.service,"1478.91,784.21 1485.05,777.98 1491.77,770.62 1494.72,765.65",,
142575731#0,1560224493,1560224793,1,highway.service,"472.67,1078.36 478.99,1084.09 559.70,1157.82",,
142575731#1,1560224793,1560224932,1,highway.service,"559.70,1157.82 584.26,1180.25 584.54,1180.50 587.80,1184.15",,
142575734#1,9655624251,1560223910,1,highway.service,"1514.41,757.77 1508.46,752.63 1494.72,765.65",,
142575737#0,1560223910,1560223868,1,highway.service,"1494.72,765.65 1484.16,755.42 1480.84,743.88",,
142575737#1,1560223868,1560223807,1,highway.service,"1480.84,743.88 1484.97,739.07 1512.46,707.04",,
142575737#2,1560223807,cluster_1560223704_5548037056,1,highway.service,"1512.46,707.04 1477.64,677.53 1468.09,669.24 1461.06,663.41",,
142575738#0,319789834,294170848,1,highway.service,"1888.85,452.37 1910.60,420.80 1933.21,439.69 1935.39,445.70",,center
142575738#1,294170848,319789834,1,highway.service,"1935.39,445.70 1934.61,449.58 1921.74,465.04 1888.85,452.37",,center
142598710#0,cluster_1560592914_294165589_5072357893,1560592900,1,highway.service,"1265.63,1009.68 1262.20,1006.49 1259.58,1004.06 1244.89,990.43",,
142598712,1560592549,1560592622,1,highway.service,"1876.86,759.75 1879.72,762.68 1880.12,766.82 1878.89,773.85 1874.87,779.95 1873.34,785.55 1873.70,792.12 1876.42,796.23 1880.60,799.47 1883.41,800.50 1889.31,800.83 1893.37,799.54 1895.79,798.06 1898.06,795.45 1899.86,791.36 1899.84,784.55 1898.04,779.59 1894.77,776.45 1889.81,774.22 1884.95,774.08 1876.67,776.78 1871.11,778.85 1867.22,779.92 1862.79,780.34",Am Studio,
142598713,1560592094,1560592081,1,highway.service,"1561.81,502.05 1568.02,494.50 1600.95,457.59",,
142810555#3,1562864504,101373692,3,highway.residential,"2765.70,2579.43 2765.30,2618.86 2768.31,2645.95 2770.30,2660.35 2781.31,2695.04 2781.90,2696.88 2782.81,2699.77 2786.02,2709.68",Freystadter Weg,
142810558#10,1454810565,1454810562,3,highway.residential,"1117.08,2895.06 1090.62,2890.88 1049.42,2890.00 1041.55,2891.19",Hartriegelstraße,
142810558#2,1363846009,cluster_1363845644_254313562,3,highway.residential,"1420.81,2936.88 1377.62,2931.49",Hartriegelstraße,
142810558#4,cluster_1363845644_254313562,1363846988,3,highway.residential,"1366.13,2929.81 1309.76,2921.79",Hartriegelstraße,
142810574,150735926,1562864501,3,highway.residential,"3149.87,2371.53 3147.04,2377.54 3146.01,2388.04 3147.64,2398.02 3172.22,2547.98 3173.57,2555.29 3174.92,2562.74",Westendstraße,
142810578#0,150740434,150741197,3,highway.residential,"2595.58,2160.55 2616.17,2175.14 2651.04,2192.83 2686.18,2205.66",Wünschelburger Gang,
142810578#1,150741197,1562864461,3,highway.residential,"2686.18,2205.66 2717.11,2214.70 2750.16,2219.85 2775.94,2223.92",Wünschelburger Gang,
143308493#0,cluster_1560225008_671564380,5383645781,3,highway.residential,"983.43,1185.24 989.07,1179.29 1039.24,1126.36",Erich-Thilo-Straße,
143308493#2,671564384,671564363,3,highway.residential,"1054.88,1109.88 1106.38,1054.11 1123.41,1036.64 1125.74,1034.23 1130.50,1029.36",Erich-Thilo-Straße,
143308497#0,38918306,1568241740,1,highway.service,"1497.63,1060.83 1502.38,1056.08 1540.45,1017.98",,
143308497#1,1568241740,4131359518,1,highway.service,"1540.45,1017.98 1544.66,1013.84 1536.29,1005.17 1555.50,985.73",,
143308505#0,1560223947,1568241433,4,highway.unclassified,"1109.81,787.68 1115.96,780.48 1136.48,756.45",Gustav-Kirchhoff-Straße,
143308505#3,1568241390,1560223728,4,highway.unclassified,"1164.52,723.53 1197.40,684.56 1201.87,679.26",Gustav-Kirchhoff-Straße,
143308521#2,1568241686,664166095,4,highway.unclassified,"371.05,1005.21 424.42,1002.81 432.89,1002.44",Johann-Hittorf-Straße,
143308521#3,664166095,1560224328,4,highway.unclassified,"432.89,1002.44 446.17,1001.94 475.10,1000.86 483.17,1002.48 487.59,1004.60 499.58,1010.33",Johann-Hittorf-Straße,
143308521#4,1560224328,1560224356,4,highway.unclassified,"499.58,1010.33 512.51,1016.76 523.56,1022.25",Johann-Hittorf-Straße,
143308521#5,1560224356,1560224368,4,highway.unclassified,"523.56,1022.25 529.31,1024.86 536.79,1028.25",Johann-Hittorf-Straße,
143308521#9,1682009714,cluster_664166124_664166125_664166127,4,highway.unclassified,"634.08,1076.55 657.96,1088.15 667.76,1092.92",Johann-Hittorf-Straße,
143308523#0,94487940,7249308009,3,highway.residential,"1780.32,226.25 1776.43,228.57 1775.58,228.98 1763.88,234.73 1650.05,266.82 1618.80,276.25 1562.79,288.87 1500.61,306.02 1460.33,310.41 1428.96,313.82 1367.50,320.20",Korkedamm,
143308523#2,260479916,3180391815,3,highway.residential,"1215.20,335.99 1150.73,343.45 1132.77,345.35",Korkedamm,
143308523#3,3180391815,867134246,3,highway.residential,"1132.77,345.35 1065.74,352.45 1019.46,302.94",Korkedamm,
143308527#0,cluster_1560225011_38918531,4467680973,4,highway.unclassified,"1148.27,1190.02 1152.65,1194.07 1157.62,1198.65 1168.62,1208.80",Merlitzstraße,
143308527#4,1371616222,cluster_6432892786_6595186696,4,highway.unclassified,"1205.30,1242.86 1253.69,1286.58 1259.95,1292.29 1268.44,1300.04",Merlitzstraße,
143308532#0,cluster_1560223815_1560223847_301292612_56231397,cluster_1560223745_671564302,10,highway.tertiary,"635.23,743.00 619.85,739.12 586.23,730.05 550.01,721.97 512.42,715.15 464.05,710.79 454.04,710.01",Rudower Chaussee,center
143308532#2,cluster_1560223745_671564302,cluster_1560223721_1560223744,10,highway.tertiary,"454.04,710.01 444.33,709.22 351.26,702.51 340.63,701.88",Rudower Chaussee,center
143308532#3,cluster_1560223721_1560223744,671564296,10,highway.tertiary,"340.63,701.88 330.23,701.27 295.89,698.72 214.32,693.02 193.47,692.18 169.44,692.49 165.47,692.37 151.00,693.74",Rudower Chaussee,center
143308542#0,cluster_1560223815_1560223847_301292612_56231397,cluster_56231598_56242441,11,highway.secondary,"647.48,734.86 657.38,737.23 694.07,746.90 724.78,754.64 752.76,762.93 764.15,767.10",Rudower Chaussee,center
143308542#10,1560224383,cluster_38918157_57343487,11,highway.secondary,"1153.37,1023.37 1160.41,1030.38 1184.86,1054.61 1202.74,1072.34 1208.84,1078.39 1219.56,1089.02 1223.05,1092.48 1231.59,1100.94",Rudower Chaussee,center
143308542#2,cluster_56231598_56242441,1560224076,11,highway.secondary,"764.15,767.10 791.87,777.95 809.13,785.20 833.39,797.15 853.69,808.85 864.61,815.94 868.93,818.68 887.10,831.57 920.62,856.54 926.70,860.87",Rudower Chaussee,center
143308542#5,1560224076,cluster_38920778_671564358,11,highway.secondary,"926.70,860.87 970.82,893.41 992.48,906.78 1036.36,931.04 1040.22,933.18 1054.01,940.80",Rudower Chaussee,center
143308542#8,cluster_38920778_671564358,1560224383,11,highway.secondary,"1054.01,940.80 1064.03,946.67 1079.67,955.82 1096.11,967.53 1115.16,985.38 1146.69,1016.86 1153.37,1023.37",Rudower Chaussee,center
143308546#0,671564357,1560224004,11,highway.secondary,"950.76,898.74 932.94,887.20 909.49,869.76 871.72,841.92 861.94,834.93 858.89,832.74 837.70,817.28",Rudower Chaussee,center
143308546#3,1560224004,38919703,11,highway.secondary,"837.70,817.28 831.13,812.42 828.00,809.78 813.61,799.75",Rudower Chaussee,center
143308546#4,38919703,cluster_56231598_56242441,11,highway.secondary,"813.61,799.75 805.20,794.31 801.63,792.66 797.66,790.83 788.74,786.69 761.24,776.17",Rudower Chaussee,center
143308552#0,cluster_38918157_57343487,cluster_30618470_36268429,11,highway.secondary,"1231.59,1100.94 1238.96,1108.20 1283.08,1151.81 1294.91,1163.54 1298.83,1167.42 1306.98,1175.49",Rudower Chaussee,center
143308560#1,cluster_56231598_56242441,945141647,1,highway.service,"764.15,767.10 767.62,759.18 769.54,754.85",Rutherfordstraße,
143308562#0,664166095,607601672,4,highway.unclassified,"432.89,1002.44 433.36,993.72 437.04,935.03",Schwarzschildstraße,
143308562#2,7839390506,1560223943,4,highway.unclassified,"441.26,879.83 446.98,802.49 447.74,795.38",Schwarzschildstraße,
143308562#3,1560223943,cluster_1560223745_671564302,4,highway.unclassified,"447.74,795.38 448.13,790.23 451.56,743.16 453.50,716.53 454.04,710.01",Schwarzschildstraße,
143308587#0,cluster_1560223815_1560223847_301292612_56231397,cluster_1560223635_1560223686_294169342,11,highway.secondary,"637.90,732.26 639.04,725.84 642.44,683.03 645.26,666.52",Wegedornstraße,center
143308590#0,cluster_1560223635_1560223686_294169342,cluster_1560223815_1560223847_301292612_56231397,11,highway.secondary,"645.26,666.52 649.09,685.50 649.86,709.37 649.55,719.76 648.65,728.12 647.48,734.86",Wegedornstraße,center
143308600#0,9040199891,269366969,1,highway.service,"822.49,1048.42 801.30,1029.90 792.70,1022.45",Zum Trudelturm,
143308600#1,269366969,1560224281,1,highway.service,"792.70,1022.45 748.42,984.08 743.11,979.48 738.33,976.44",Zum Trudelturm,
143308608,1568241558,1568241546,1,highway.service,"606.07,829.02 607.84,819.91 608.70,815.37",,
143308620,1568241390,1568241419,1,highway.service,"1164.52,723.53 1169.74,727.87 1194.03,747.95",,
143308628,283018845,1568241476,1,highway.service,"511.57,806.30 512.64,799.91 513.53,794.50",,
143308629,1568241842,1371616222,1,highway.service,"1219.14,1228.42 1212.02,1235.86 1205.30,1242.86",,center
143308669,1568241348,5548037359,1,highway.service,"1304.28,623.05 1309.51,617.15 1324.67,599.38",,
143308673#0,1568241232,1568241289,1,highway.service,"677.01,254.11 682.78,267.53 684.99,278.42 689.61,301.46 701.74,361.87",,
143308673#1,1568241289,1653119660,1,highway.service,"701.74,361.87 704.02,361.68 733.52,359.15 734.69,359.04 732.15,336.79",,
143308685#1,1568241546,1568241549,1,highway.service,"608.70,815.37 609.67,810.48 633.96,816.63",,
143308686#0,1568241433,1568241459,1,highway.service,"1136.48,756.45 1149.20,768.04 1150.16,770.87",,
143308686#1,1568241459,1568241535,1,highway.service,"1150.16,770.87 1149.90,774.89 1147.56,779.19 1134.37,796.16 1128.48,803.31",,
