dateandtime,vehid,coord,gpscoord,spdK/m,edge,lane,displacement,turnAngle,vehDen
2022-12-04 10:02:00,carIn10966:1,"[376.2287054455064, 2069.302122785116]","[13.522474647368318, 52.44076077916487]",46.996700444439355,97206935#2,97206935#2_0,360.83,139.25,196
2022-12-04 10:02:00,carIn11516:3,"[3079.8327412381495, 1612.8412625322385]","[13.562369470284155, 52.43714850078843]",0.5037387977925254,283006415#0,283006415#0_0,1534.4,7.73,196
2022-12-04 10:02:00,carIn11559:1,"[1619.908430850048, 1488.9136115607985]","[13.54093735181659, 52.43577174264104]",48.145005521316804,40191607#0,40191607#0_1,2882.75,318.5,196
2022-12-04 10:02:00,carIn11816:1,"[1846.6867446320161, 1390.350573842376]","[13.544301329263547, 52.43492702169909]",34.20899403790235,:259404813_7,:259404813_7_0,2017.54,141.5,196
2022-12-04 10:02:00,carIn12230:1,"[613.5868786402699, 466.76664817232546]","[13.526445922981546, 52.426401850671624]",0.0,318210363#0,318210363#0_0,380.34,98.53,196
2022-12-04 10:02:00,carIn12317:3,"[2987.1372814036113, 1505.8095016857296]","[13.561037668504788, 52.43616997674894]",58.10929975633935,600369825,600369825_0,652.97,221.42,196
2022-12-04 10:02:00,carIn13271:3,"[1210.1775352090642, 1110.828832916058]","[13.53502497030737, 52.4322992601669]",46.14528426241586,:cluster_38918157_57343487_1,:cluster_38918157_57343487_1_0,1195.81,225.71,196
2022-12-04 10:02:00,carIn13737:1,"[2117.090235516871, 2123.4862081562696]","[13.54806094626476, 52.44156488939973]",23.236981018393717,-20553917#1,-20553917#1_0,1048.27,236.48,196
2022-12-04 10:02:00,carIn13844:1,"[2558.9028814157336, 381.77189383787805]","[13.555070848591221, 52.42599095729766]",55.09562232833866,670062922,670062922_0,4051.45,139.19,196
2022-12-04 10:02:00,carIn14437:3,"[457.69734132097796, 711.8993545504488]","[13.524080472555694, 52.42857634970439]",50.19392244201579,:cluster_1560223745_671564302_1,:cluster_1560223745_671564302_1_0,4187.3,265.47,196
