dateandtime,vehid,coord,gpscoord,spdK/m,edge,lane,displacement,turnAngle,vehDen
2022-12-04 11:02:00,carIn10128:1,"[2705.206165787423, 2737.666151590495]","[13.556529943289636, 52.44719067203571]",45.75091393947067,-31091957#0,-31091957#0_0,478.8,110.46,223
2022-12-04 11:02:00,carIn10359:3,"[1695.856528671018, 1486.6500062779523]","[13.54205484158612, 52.43576517471765]",44.868945644386805,45875465,45875465_0,726.27,242.14,223
2022-12-04 11:02:00,carIn11001:3,"[2870.247528778794, 2557.7604027398493]","[13.559010298031419, 52.44560338927243]",41.125290719480574,:2459197223_0,:2459197223_0_0,275.07,179.77,223
2022-12-04 11:02:00,carIn11091:3,"[3035.6264543278894, 2625.3980585920112]","[13.561422953694473, 52.4462408947703]",59.62256210193405,70553224#1,70553224#1_0,3911.31,291.49,223
2022-12-04 11:02:00,carIn11259:1,"[1458.9249129951124, 1328.9719303960899]","[13.538617650025051, 52.43430505330007]",1.199484216724135,998243552#0,998243552#0_1,1519.48,47.78,223
2022-12-04 11:02:00,carIn11667:1,"[275.3690876814733, 2683.0137433973914]","[13.520806589394455, 52.446257834137995]",82.99720648234972,850224612,850224612_0,154.65,320.3,223
2022-12-04 11:02:00,carIn11768:1,"[2273.131233745055, 2897.658473182499]","[13.550127381876596, 52.448550838403584]",24.019918568562712,363443436,363443436_0,17.98,110.26,223
2022-12-04 11:02:00,carIn11772:3,"[681.6142643929184, 2218.1085727149243]","[13.526921210729773, 52.44215418208428]",67.76616248076816,1051728169,1051728169_0,3680.84,318.44,223
2022-12-04 11:02:00,carIn12008:1,"[1875.7118839302252, 557.0380022992448]","[13.544974839225912, 52.427442965584895]",43.201175266229626,1050686755#3,1050686755#3_0,2189.37,320.77,223
2022-12-04 11:02:00,carIn12618:1,"[2386.6725683506384, 2855.740599223595]","[13.5518098578418, 52.44819457049427]",44.16336040247394,363443436,363443436_0,1488.93,110.26,223
2022-12-04 11:02:00,carIn1345:3,"[982.4807623386278, 1016.1781752968927]","[13.531705237705461, 52.431407072564646]",53.15063640776167,-52081075#2,-52081075#2_0,410.37,136.16,223
2022-12-04 11:02:00,carIn13623:3,"[2594.0624793370903, 2781.725903372403]","[13.554882179492056, 52.44756668863079]",50.69678869735561,31091960#1,31091960#1_0,3720.75,287.93,223
2022-12-04 11:02:00,carIn13674:3,"[1160.9426661374243, 1681.2713016813368]","[13.534130893752804, 52.437417052996295]",43.74984315334872,334308447#9,334308447#9_0,582.96,318.84,223
2022-12-04 11:02:00,carIn13903:1,"[1407.38338978437, 1301.2156577420867]","[13.537868014990314, 52.434046227972246]",42.66541740941035,670062912#0,670062912#0_1,2418.98,224.81,223
2022-12-04 11:02:00,carIn14907:3,"[2960.362017046688, 2212.5274623733508]","[13.560436901345202, 52.44251677368258]",45.22307715498797,-25042028#1,-25042028#1_0,228.46,186.47,223
2022-12-04 11:02:00,carIn15442:1,"[2634.262424639092, 2010.8455412379699]","[13.555700123434992, 52.44064568848916]",45.863006338998495,11389403#1,11389403#1_0,1716.66,241.31,223
2022-12-04 11:02:00,carIn15960:1,"[1045.359194421857, 934.2003257507672]","[13.532654244066302, 52.43068178673155]",6.454183452402933,:cluster_38920778_671564358_10,:cluster_38920778_671564358_10_0,1098.89,61.02,223
2022-12-04 11:02:00,carIn16991:1,"[451.46438700671285, 698.7152345975928]","[13.523992791222948, 52.42845671585464]",50.20838829726066,:cluster_1560223745_671564302_10,:cluster_1560223745_671564302_10_0,297.75,85.92,223
2022-12-04 11:02:00,carIn17547:1,"[851.7790408464439, 2374.7724607432597]","[13.529376941664735, 52.443593320055356]",58.97308076409915,:cluster_385430970_385430972_4,:cluster_385430970_385430972_4_0,4055.28,318.71,223
2022-12-04 11:02:00,carIn17748:3,"[158.0180447426808, 1263.9788221840254]","[13.51950816377361, 52.43348296698594]",42.11505889853068,-135777010#1,-135777010#1_0,2651.65,227.65,223
2022-12-04 11:02:00,carIn18748:1,"[641.226207012638, 838.9496619016347]","[13.52674073171908, 52.429751845327345]",48.243754801872214,-142575690#4,-142575690#4_0,4005.04,256.75,223
2022-12-04 11:02:00,carIn19193:1,"[844.919561580948, 1884.2997919689763]","[13.529422860680185, 52.439184031448576]",53.69568039117762,117951616#1,117951616#1_0,3244.78,227.91,223
2022-12-04 11:02:00,carIn20481:1,"[672.5011733749809, 1752.8282790971955]","[13.526926678065688, 52.437970894104524]",31.03485069398032,85278289#0,85278289#0_0,4196.23,320.55,223
2022-12-04 11:02:00,carIn20680:1,"[2953.3266047242564, 2184.5169100259936]","[13.56034163643969, 52.4422637708035]",41.91364726567305,25042028#0,25042028#0_0,4163.15,48.09,223
2022-12-04 11:02:00,carIn2102:3,"[1002.0291725565241, 1859.1920826651972]","[13.531740830367784, 52.438987092270324]",8.932547741141171,91218505#2,91218505#2_0,2.48,317.78,223
2022-12-04 11:02:00,carIn21066:3,"[701.073653315874, 2196.1580996085113]","[13.527213980670343, 52.441960471299595]",68.16280140887685,1051728169,1051728169_0,2629.97,318.44,223
2022-12-04 11:02:00,carIn21582:3,"[1400.1345809860275, 1414.5781123260304]","[13.537727696525472, 52.43506373929586]",44.61157022454783,:1652675104_0,:1652675104_0_0,1379.24,317.67,223
2022-12-04 11:02:00,carIn22525:3,"[3024.6769328552973, 1549.075184586474]","[13.561577035630341, 52.43656554180941]",38.79812224290641,600369825,600369825_0,1005.23,219.42,223
2022-12-04 11:02:00,carIn22592:3,"[1384.8835614488307, 1431.4224979049363]","[13.537498421332895, 52.43521235220058]",46.71060461177298,1051263372#1,1051263372#1_0,2777.42,317.82,223
2022-12-04 11:02:00,carIn22639:1,"[2024.8400453081474, 1669.2169313702595]","[13.546838573867692, 52.43746552721619]",17.26382778282545,178028204#1,178028204#1_0,2315.43,240.79,223
2022-12-04 11:02:00,carIn22887:1,"[3090.9239724573954, 2527.9828079596346]","[13.562264814861466, 52.44537527259373]",51.38524045127343,:10228289857_0,:10228289857_0_0,881.3,209.25,223
2022-12-04 11:02:00,carIn23205:1,"[3222.568192054308, 2875.837795708476]","[13.56409941051131, 52.44852512693002]",27.78447159396242,408709121#0,408709121#0_0,1161.65,304.16,223
2022-12-04 11:02:00,carIn24138:1,"[329.12268716341174, 834.5380184429226]","[13.522153233839253, 52.42965492817313]",39.5207209211475,142575679#2,142575679#2_0,2016.72,175.74,223
2022-12-04 11:02:00,carIn24299:3,"[1493.310460836387, 1605.9776691078685]","[13.539040927090046, 52.436800853456226]",46.39720442098478,318210355,318210355_0,777.93,138.24,223
2022-12-04 11:02:00,carIn2500:1,"[2929.5528210720363, 2002.7999295910859]","[13.560045244724428, 52.440626342870594]",48.864959410196725,23010175#0,23010175#0_0,4805.55,346.23,223
2022-12-04 11:02:00,carIn25371:3,"[2795.889250106736, 2095.648989835607]","[13.558052240836071, 52.44143686326202]",53.39349765770301,-11389403#0,-11389403#0_0,2361.13,61.31,223
2022-12-04 11:02:00,carIn26052:1,"[2527.4793956490516, 2952.344781856728]","[13.553852577636167, 52.44908813731649]",6.3617105460539465,177615723#1,177615723#1_0,1.77,200.37,223
2022-12-04 11:02:00,carIn26502:3,"[2575.501606866343, 3080.763175768774]","[13.554521171650459, 52.45025092177881]",9.532529427071438,177615723#0,177615723#0_0,2620.98,278.49,223
2022-12-04 11:02:00,carIn26874:3,"[329.5858353669882, 2948.1417944502673]","[13.521524235848956, 52.448650585808615]",39.023464124589495,40451057,40451057_0,172.41,139.39,223
