dateandtime,vehid,coord,gpscoord,spdK/m,edge,lane,displacement,turnAngle,vehDen
2022-12-04 12:02:00,carIn10305:3,"[1049.096328303002, 936.3168541810841]","[13.532708560321485, 52.43070149062379]",31.581687862179123,:cluster_38920778_671564358_10,:cluster_38920778_671564358_10_0,1103.18,60.47,336
2022-12-04 12:02:00,carIn10361:3,"[1316.7708798636174, 1211.6610619852643]","[13.536562277588784, 52.43322488480548]",5.596593408158834,670062912#0,670062912#0_1,4340.24,225.98,336
2022-12-04 12:02:00,carIn10466:1,"[1787.1501974278115, 1466.9940995884092]","[13.543403143190778, 52.43560506501634]",47.76669020449293,24152326#0,24152326#0_0,1920.4,143.43,336
2022-12-04 12:02:00,carIn10556:3,"[2271.455823703309, 718.630751057669]","[13.550745544850484, 52.42896672848051]",24.217120640173178,:cluster_1976653172_21540774_294139689_552384763_12,:cluster_1976653172_21540774_294139689_552384763_12_0,2457.77,40.25,336
2022-12-04 12:02:00,carIn10732:3,"[2872.6500832565494, 2901.549000921407]","[13.558944788116325, 52.448693595005]",0.0,856407909,856407909_0,374.62,356.08,336
2022-12-04 12:02:00,carIn11120:1,"[567.6540356731566, 1636.086304911499]","[13.525419864504135, 52.43690247962314]",51.822515737995,-135777010#4,-135777010#4_0,2098.24,228.06,336
2022-12-04 12:02:00,carIn11187:3,"[1194.4197417323153, 1637.927375260493]","[13.534636116432617, 52.43703360819688]",50.80663504407494,-334308447#7,-334308447#7_0,2049.03,139.01,336
2022-12-04 12:02:00,carIn11633:3,"[1881.729942361061, 1589.1860879224462]","[13.544757753215523, 52.436720376648054]",30.244959300768674,178028204#5,178028204#5_0,1693.61,239.65,336
2022-12-04 12:02:00,carIn1183:3,"[2355.832890561241, 1854.7767913064215]","[13.551651344438953, 52.43919294904896]",45.6502768690125,-147053824#4,-147053824#4_0,2526.71,60.11,336
2022-12-04 12:02:00,carIn12182:3,"[306.99682819859026, 2149.655144528157]","[13.521432305761495, 52.44147020811838]",43.29069192887512,97206935#2,97206935#2_0,254.78,139.2,336
2022-12-04 12:02:00,carIn12305:3,"[2810.2193457425606, 2702.43682717358]","[13.558084915053573, 52.44689289558307]",45.33874677236127,238053689#0,238053689#0_0,2695.5,289.62,336
2022-12-04 12:02:00,carIn13505:3,"[653.2522108767484, 745.8793600887763]","[13.52694543992384, 52.42891759522322]",2.1419415684628857,670062902#1,670062902#1_1,4103.95,255.45,336
2022-12-04 12:02:00,carIn14107:3,"[2270.081941476729, 740.3568355960999]","[13.550718939340312, 52.42916174237734]",20.009190042670813,:cluster_1976653172_21540774_294139689_552384763_1,:cluster_1976653172_21540774_294139689_552384763_1_0,2586.93,221.52,336
2022-12-04 12:02:00,carIn14341:3,"[2889.8058824302047, 2454.1315783667787]","[13.559328360020881, 52.444675537405004]",45.760587647795155,:297101016_0,:297101016_0_0,940.88,10.49,336
2022-12-04 12:02:00,carIn14350:3,"[3506.7888911153855, 1907.5784139824293]","[13.568562279536513, 52.43987361528877]",20.67644199474078,-151237820,-151237820_0,41.84,332.6,336
2022-12-04 12:02:00,carIn14424:3,"[1466.1671342646598, 1671.2307453509256]","[13.538622370346307, 52.43738237401498]",46.74937598211934,40191607#4,40191607#4_0,2510.0,319.04,336
2022-12-04 12:02:00,carIn15081:3,"[2550.2153124281676, 1112.022794794248]","[13.55472843220902, 52.43255248130474]",34.58855579101481,40191605#0,40191605#0_0,887.3,207.5,336
2022-12-04 12:02:00,carIn15234:3,"[2421.865614728174, 2430.504785157329]","[13.552452827536172, 52.44437914329612]",23.78968098050127,447835331#2,447835331#2_0,4341.78,19.97,336
2022-12-04 12:02:00,carIn15265:3,"[2887.0249658762305, 2329.8502180562314]","[13.559323903142813, 52.44355806863321]",46.356348416678934,23010175#0,23010175#0_0,2716.7,356.94,336
2022-12-04 12:02:00,carIn16010:3,"[399.1014325434166, 496.66336201201557]","[13.523283623983751, 52.42663119864962]",45.76287102822586,-190083610#1,-190083610#1_1,3619.67,276.5,336
2022-12-04 12:02:00,carIn16254:1,"[667.0509963616809, 738.1204865053048]","[13.527150643276688, 52.42885039115124]",30.61728854936164,143308542#0,143308542#0_0,669.14,75.21,336
2022-12-04 12:02:00,carIn16436:3,"[1495.3251299567455, 384.3942583215742]","[13.539433596475833, 52.42582239342672]",38.90428950479328,-318210371#0,-318210371#0_0,3958.67,276.31,336
2022-12-04 12:02:00,carIn17232:3,"[639.4312158047326, 626.1418406900697]","[13.526778120122364, 52.4278389430312]",52.598814092672676,24214694#2,24214694#2_0,1769.01,185.98,336
2022-12-04 12:02:00,carIn17417:3,"[659.6073356598007, 750.8166880280585]","[13.527037397573018, 52.428963132695564]",0.07100770661882345,670062902#1,670062902#1_0,1927.9,256.17,336
2022-12-04 12:02:00,carIn17484:1,"[754.4774308635834, 1165.6100495324076]","[13.528308051969328, 52.43270838651868]",36.28325973580052,-142575655#6,-142575655#6_0,1106.63,47.71,336
2022-12-04 12:02:00,carIn18232:1,"[1214.8015235986693, 1926.5035884872782]","[13.534849798780993, 52.43963085624107]",52.26186441208772,354089981,354089981_0,1525.23,139.38,336
2022-12-04 12:02:00,carIn18266:3,"[1500.1247560900576, 374.201861187476]","[13.539507187058682, 52.42573166213417]",50.892988581317304,318210371#0,318210371#0_0,2178.75,96.31,336
2022-12-04 12:02:00,carIn18333:3,"[2454.7133009952945, 2834.0293375586884]","[13.552817080716833, 52.44801169485452]",45.66410387957805,-363443436,-363443436_0,4184.81,290.26,336
2022-12-04 12:02:00,carIn18525:3,"[2879.913477570854, 1402.1211109215246]","[13.55949130717847, 52.435218883819786]",48.7301847538746,190928927#10,190928927#10_0,1640.87,53.38,336
2022-12-04 12:02:00,carIn18623:3,"[2416.719787869485, 2416.342630026463]","[13.552381315952072, 52.44425093576009]",18.40926159452905,447835331#2,447835331#2_0,3573.96,19.97,336
2022-12-04 12:02:00,carIn18987:3,"[2880.5030119491994, 2257.554497090085]","[13.559249180841022, 52.44290714687989]",51.78142871209489,25332091#1,25332091#1_0,369.65,175.57,336
2022-12-04 12:02:00,carIn1899:3,"[344.3844072852705, 673.2916817352736]","[13.522426094080728, 52.42820856204559]",43.796271139257485,142575699#3,142575699#3_0,223.44,355.71,336
2022-12-04 12:02:00,carIn19370:3,"[2529.9743546951363, 1040.578021424377]","[13.55445182122645, 52.43190673788661]",44.93195997277719,283006416#0,283006416#0_0,2858.64,31.89,336
2022-12-04 12:02:00,carIn19844:3,"[2415.487817103475, 1891.5294758021573]","[13.55251781682316, 52.43953400313183]",43.31954494637032,147053824#3,147053824#3_0,294.49,240.35,336
2022-12-04 12:02:00,carIn20078:3,"[2630.734688663957, 2008.9149717863995]","[13.555648809467735, 52.4406277039373]",41.99239707870914,11389403#1,11389403#1_0,1945.12,241.31,336
2022-12-04 12:02:00,carIn20741:3,"[1743.5714362209128, 357.2222088748725]","[13.5430912946198, 52.425623217328294]",49.16321422106344,-578917008,-578917008_0,1637.98,275.86,336
2022-12-04 12:02:00,carIn21159:3,"[2336.3089401535644, 1843.5567212627163]","[13.551367528705923, 52.43908859245057]",42.904915009019334,-147053824#4,-147053824#4_0,2997.58,60.11,336
2022-12-04 12:02:00,carIn22489:1,"[269.113450136366, 1067.0732689046185]","[13.521200969245742, 52.4317337610328]",34.26340179652134,-1125710844#0,-1125710844#0_0,577.25,318.64,336
2022-12-04 12:02:00,carIn22598:3,"[622.8652774033243, 482.9305683356677]","[13.526577487566966, 52.42654882119894]",22.71465196494944,:cluster_1560223404_3273797701_5,:cluster_1560223404_3273797701_5_0,2033.8,267.76,336
2022-12-04 12:02:00,carIn22815:3,"[1269.728574472488, 1140.8599622109066]","[13.535891652436147, 52.43258000659935]",46.2403202391239,143308552#0,143308552#0_1,631.13,45.33,336
2022-12-04 12:02:00,carIn22844:3,"[930.8917227081047, 2284.7675710418384]","[13.530567414578297, 52.44279888224622]",58.95289271923842,153021545#4,153021545#4_0,2281.82,318.68,336
2022-12-04 12:02:00,carIn22954:3,"[1357.3731157189682, 1012.5070258714688]","[13.53721857100406, 52.43144240294828]",34.43203792467714,142575656#0,142575656#0_0,29.84,225.91,336
2022-12-04 12:02:00,carIn23162:1,"[3122.523335767642, 2624.933477353054]","[13.562701224471528, 52.4462522612306]",27.618939438128866,:257742677_5,:257742677_5_0,3876.62,329.75,336
2022-12-04 12:02:00,carIn23239:3,"[758.194753966926, 773.5682851964406]","[13.528480084381739, 52.429185658021225]",54.055571342964015,:cluster_56231598_56242441_0,:cluster_56231598_56242441_0_1,1284.03,250.93,336
2022-12-04 12:02:00,carIn23277:1,"[3021.356693844264, 2401.0459132477663]","[13.561278769657685, 52.444221989940495]",47.873718198516194,-1118380198,-1118380198_0,1026.05,208.64,336
2022-12-04 12:02:00,carIn23421:3,"[2602.9874743319165, 2581.561435691609]","[13.555072334181544, 52.445769332154136]",26.38235008234211,140964909#0,140964909#0_0,366.98,195.51,336
2022-12-04 12:02:00,carIn2375:3,"[1425.4440643471694, 1718.0377851849473]","[13.538009590460334, 52.43779564283925]",44.57036056299976,40191607#5,40191607#5_0,2136.11,318.66,336
2022-12-04 12:02:00,carIn23776:3,"[1957.8470600424303, 1628.1110447781623]","[13.5458655647786, 52.43708398107462]",25.27966804336791,:257749657_7,:257749657_7_0,478.16,60.54,336
2022-12-04 12:02:00,carIn23987:3,"[298.7605169457058, 3012.052326977508]","[13.521051578654715, 52.449219297539926]",61.84450620479167,376421806#5,376421806#5_0,3661.18,319.31,336
2022-12-04 12:02:00,carIn24073:3,"[2887.1913699349857, 2408.7392460005212]","[13.559303216928372, 52.444267108364755]",50.288988929256966,23010175#0,23010175#0_0,4238.76,0.41,336
