dateandtime,vehid,coord,gpscoord,spdK/m,edge,lane,displacement,turnAngle,vehDen
2022-12-04 14:02:00,carIn12610:1,"[2291.8677871328728, 1821.0820133041955]","[13.550720597715046, 52.438878594468434]",9.246668260002991,:237253392_11,:237253392_11_0,2950.83,6.92,143
2022-12-04 14:02:00,carIn1330:3,"[2865.926925286048, 1391.687474390062]","[13.559288694327753, 52.43512260622902]",41.140397759109185,190928927#9,190928927#9_0,1306.38,53.15,143
2022-12-04 14:02:00,carIn14146:3,"[2149.50741864912, 2940.1575423287863]","[13.548296399805158, 52.44891048505721]",51.10233819862726,363443435,363443435_0,3302.03,109.67,143
2022-12-04 14:02:00,carIn14394:3,"[975.8650886320488, 1027.691972598351]","[13.531604524435512, 52.43150934298597]",49.394313957193816,52081075#0,52081075#0_0,643.07,316.16,143
2022-12-04 14:02:00,carIn1499:3,"[1449.5022259470609, 1356.4570792825714]","[13.538470920450637, 52.4345503598088]",0.0,-52080655#2,-52080655#2_1,547.37,137.43,143
2022-12-04 14:02:00,carIn15114:3,"[1613.962185777187, 1490.8044555050146]","[13.54084935079044, 52.43578765734745]",44.29782004005,40191607#0,40191607#0_2,1197.53,318.49,143
2022-12-04 14:02:00,carIn15275:1,"[2527.324652738903, 2951.926720448235]","[13.553850424521789, 52.44908435219417]",7.966433737697081,177615723#1,177615723#1_0,2.21,200.36,143
2022-12-04 14:02:00,carIn1672:1,"[2724.0311539944373, 2730.798169622582]","[13.556808856231156, 52.44713232619867]",48.56094426850552,-1072169602,-1072169602_0,498.84,109.81,143
2022-12-04 14:02:00,carIn17984:1,"[3028.502412230786, 2628.2524817561057]","[13.56131733283739, 52.44626527394567]",51.3558924465891,70553224#1,70553224#1_0,4213.87,291.83,143
2022-12-04 14:02:00,carIn18230:3,"[617.6492794899883, 2644.8528953090026]","[13.525852434313917, 52.445977738369564]",55.94885136202234,376421806#1,376421806#1_0,2447.52,318.62,143
2022-12-04 14:02:00,carIn18529:1,"[2683.391964727695, 1253.0155053447013]","[13.556645262158293, 52.433843564865725]",50.3518518551427,190928927#5,190928927#5_0,3773.86,50.18,143
2022-12-04 14:02:00,carIn18635:3,"[2050.5133060557205, 2979.984536747299]","[13.546828470650137, 52.44925054069687]",63.73527036689337,177615722,177615722_0,3207.11,110.41,143
2022-12-04 14:02:00,carIn19143:3,"[695.5743176106566, 465.0095316582964]","[13.527651812681286, 52.42640107569567]",29.71619349251501,320741894#0,320741894#0_1,21.23,94.73,143
2022-12-04 14:02:00,carIn19519:1,"[1785.2490208414501, 1528.5065096321857]","[13.543356954006084, 52.436157556188355]",27.660757872351976,-152839426,-152839426_0,1903.18,60.36,143
2022-12-04 14:02:00,carIn20930:3,"[1458.974669853372, 1329.0117358826976]","[13.538618369839039, 52.434305420089395]",0.019036545925209845,998243552#0,998243552#0_1,1519.55,47.86,143
2022-12-04 14:02:00,carIn20968:3,"[1303.4987638519078, 1857.7488569251823]","[13.536174686255977, 52.439029088900874]",48.52467341468229,40191607#7,40191607#7_0,2852.43,319.34,143
2022-12-04 14:02:00,carIn21266:3,"[855.4419580303312, 442.0308399955341]","[13.530009029012996, 52.42622380430509]",52.40818941555829,190083608#1,190083608#1_0,530.78,101.19,143
2022-12-04 14:02:00,carIn21450:1,"[1444.4171517625145, 1361.9743353486595]","[13.538394505688686, 52.434599021117585]",0.005611070539620861,-52080655#2,-52080655#2_1,2421.78,137.37,143
2022-12-04 14:02:00,carIn2153:3,"[789.1031664738776, 788.6255596626422]","[13.528930016641144, 52.429326637808735]",49.7102193589673,143308546#4,143308546#4_0,987.97,245.14,143
2022-12-04 14:02:00,carIn22347:3,"[3019.210314487914, 1740.3928901677928]","[13.561440641182646, 52.438284022582614]",51.40798753255625,23010175#0,23010175#0_0,455.67,329.29,143
2022-12-04 14:02:00,carIn22817:1,"[1040.582630557539, 954.9003167115637]","[13.532577833174983, 52.43086695312291]",52.20110912935304,:cluster_38920778_671564358_1,:cluster_38920778_671564358_1_0,3015.19,239.27,143
2022-12-04 14:02:00,carIn2350:3,"[1132.615801010735, 1033.6225605038921]","[13.53390754670999, 52.43159124441833]",51.93912698297159,:671564363_1,:671564363_1_0,1703.07,225.16,143
2022-12-04 14:02:00,carIn24590:3,"[1948.4579792738941, 1622.8057384560911]","[13.545729063848844, 52.437034602155684]",30.549473019691522,-178028204#3,-178028204#3_0,953.83,60.53,143
2022-12-04 14:02:00,carIn2539:1,"[277.0432775937362, 3009.1375982993013]","[13.520733009773293, 52.44918910652328]",61.151437164189254,40451057,40451057_0,91.91,138.99,143
2022-12-04 14:02:00,carIn25478:3,"[335.14283791371923, 796.2622989670035]","[13.522253254049494, 52.42931203883856]",46.78250159365186,-142575679#2,-142575679#2_0,676.46,355.82,143
2022-12-04 14:02:00,carIn26098:1,"[2246.0879902485917, 1795.0331640078396]","[13.550055041406525, 52.438636229333106]",40.53119036091917,147053824#5,147053824#5_0,2160.84,239.8,143
2022-12-04 14:02:00,carIn26159:1,"[2638.0978099547874, 2012.9444731811973]","[13.555755912475426, 52.44066524142577]",50.094150294360304,11389403#1,11389403#1_0,1712.29,241.31,143
2022-12-04 14:02:00,carIn26836:3,"[2043.9832325288385, 502.86515928644604]","[13.54746481876374, 52.42698651201877]",52.77292326314002,43660343#1,43660343#1_0,1123.06,225.3,143
